customer_sk	lifetime_orders	lifetime_value	avg_order_value	avg_review_score	avg_delivery_days	favorite_category	rfm_segment	customer_segment	created_at
56948	1	267.89	267.89	1	22	beleza_saude	LOYAL_CUSTOMERS	NEW	2026-05-15 15:13:42.783
56949	1	143.02	143.02	5	10	esporte_lazer	REGULAR	NEW	2026-05-15 15:13:42.783
56950	1	155.67	155.67	1	NULL	ferramentas_jardim	CHAMPIONS	NEW	2026-05-15 15:13:42.783
56951	1	42.01	42.01	5	10	informatica_acessorios	REGULAR	NEW	2026-05-15 15:13:42.783
56952	2	515.12	257.56	5	5	telefonia	CHAMPIONS	REGULAR	2026-05-15 15:13:42.783
56953	1	42.05	42.05	5	6	eletrodomesticos_2	REGULAR	NEW	2026-05-15 15:13:42.783
56954	1	118.48	118.48	5	21	informatica_acessorios	REGULAR	NEW	2026-05-15 15:13:42.783
56955	1	122.52	122.52	5	11	eletrodomesticos	LOYAL_CUSTOMERS	NEW	2026-05-15 15:13:42.783
56956	1	132.05	132.05	4	7	unknown	LOYAL_CUSTOMERS	NEW	2026-05-15 15:13:42.783
56957	1	117.01	117.01	5	7	beleza_saude	LOYAL_CUSTOMERS	NEW	2026-05-15 15:13:42.783
56958	1	164.94	164.94	4	9	beleza_saude	REGULAR	NEW	2026-05-15 15:13:42.783
56959	1	49.42	49.42	2	11	ferramentas_jardim	REGULAR	NEW	2026-05-15 15:13:42.783
56960	1	61.09	61.09	5	6	unknown	REGULAR	NEW	2026-05-15 15:13:42.783
56961	1	58.34	58.34	4	1	bebes	REGULAR	NEW	2026-05-15 15:13:42.783
56962	1	159.76	159.76	4	NULL	NULL	CHAMPIONS	NEW	2026-05-15 15:13:42.783
56963	2	329.26	164.63	3.5	7	informatica_acessorios	AT_RISK	REGULAR	2026-05-15 15:13:42.783
56964	1	46.29	46.29	4	5	beleza_saude	LOST_CUSTOMERS	NEW	2026-05-15 15:13:42.783
56965	1	48.55	48.55	5	7	utilidades_domesticas	REGULAR	NEW	2026-05-15 15:13:42.783
56966	1	69.81	69.81	5	13	beleza_saude	REGULAR	NEW	2026-05-15 15:13:42.783
56967	1	64.03	64.03	5	7	ferramentas_jardim	REGULAR	NEW	2026-05-15 15:13:42.783
56968	1	108.72	108.72	5	8	brinquedos	LOYAL_CUSTOMERS	NEW	2026-05-15 15:13:42.783
56969	1	98.30	98.30	5	7	cama_mesa_banho	REGULAR	NEW	2026-05-15 15:13:42.783
56970	1	120.98	120.98	5	8	ferramentas_jardim	REGULAR	NEW	2026-05-15 15:13:42.783
56971	1	632.48	632.48	2	24	automotivo	LOYAL_CUSTOMERS	NEW	2026-05-15 15:13:42.783
56972	1	130.70	130.70	5	14	papelaria	REGULAR	NEW	2026-05-15 15:13:42.783
56973	1	815.43	815.43	5	13	climatizacao	REGULAR	NEW	2026-05-15 15:13:42.783
56974	1	53.78	53.78	5	1	sinalizacao_e_seguranca	LOST_CUSTOMERS	NEW	2026-05-15 15:13:42.783
56975	1	27.68	27.68	5	7	informatica_acessorios	REGULAR	NEW	2026-05-15 15:13:42.783
56976	1	188.20	188.20	0	5	esporte_lazer	REGULAR	NEW	2026-05-15 15:13:42.783
56977	1	83.34	83.34	5	6	beleza_saude	REGULAR	NEW	2026-05-15 15:13:42.783
56978	1	164.74	164.74	1	11	esporte_lazer	REGULAR	NEW	2026-05-15 15:13:42.783
56979	1	115.81	115.81	2	3	cool_stuff	LOYAL_CUSTOMERS	NEW	2026-05-15 15:13:42.783
56980	1	89.48	89.48	5	5	informatica_acessorios	REGULAR	NEW	2026-05-15 15:13:42.783
56981	1	18.71	18.71	1	6	market_place	REGULAR	NEW	2026-05-15 15:13:42.783
56982	1	84.59	84.59	1	3	cama_mesa_banho	REGULAR	NEW	2026-05-15 15:13:42.783
56983	1	129.86	129.86	5	9	bebes	REGULAR	NEW	2026-05-15 15:13:42.783
56984	1	116.94	116.94	5	15	fashion_bolsas_e_acessorios	LOYAL_CUSTOMERS	NEW	2026-05-15 15:13:42.783
56985	1	56.29	56.29	3	6	esporte_lazer	REGULAR	NEW	2026-05-15 15:13:42.783
56986	1	42.69	42.69	5	28	eletronicos	REGULAR	NEW	2026-05-15 15:13:42.783
56987	1	24.30	24.30	5	12	automotivo	REGULAR	NEW	2026-05-15 15:13:42.783
56988	1	1653.60	1653.60	5	13	pcs	CHAMPIONS	NEW	2026-05-15 15:13:42.783
56989	1	196.68	196.68	4	9	moveis_decoracao	REGULAR	NEW	2026-05-15 15:13:42.783
56990	1	162.55	162.55	2	NULL	papelaria	REGULAR	NEW	2026-05-15 15:13:42.783
56991	1	78.62	78.62	5	5	perfumaria	REGULAR	NEW	2026-05-15 15:13:42.783
56992	1	123.85	123.85	5	8	pet_shop	REGULAR	NEW	2026-05-15 15:13:42.783
56993	1	286.34	286.34	5	20	moveis_escritorio	CHAMPIONS	NEW	2026-05-15 15:13:42.783
56994	1	201.82	201.82	5	8	relogios_presentes	LOYAL_CUSTOMERS	NEW	2026-05-15 15:13:42.783
56995	1	270.20	270.20	0	11	esporte_lazer	REGULAR	NEW	2026-05-15 15:13:42.783
56996	1	111.56	111.56	4	12	brinquedos	REGULAR	NEW	2026-05-15 15:13:42.783
56997	1	155.40	155.40	2	12	beleza_saude	CHAMPIONS	NEW	2026-05-15 15:13:42.783
56998	1	184.78	184.78	5	7	utilidades_domesticas	REGULAR	NEW	2026-05-15 15:13:42.783
56999	1	676.16	676.16	5	5	moveis_escritorio	REGULAR	NEW	2026-05-15 15:13:42.783
57000	1	45.00	45.00	5	14	eletronicos	REGULAR	NEW	2026-05-15 15:13:42.783
57001	1	102.64	102.64	5	7	papelaria	LOYAL_CUSTOMERS	NEW	2026-05-15 15:13:42.783
57002	1	53.95	53.95	1	12	utilidades_domesticas	REGULAR	NEW	2026-05-15 15:13:42.783
57003	1	31.32	31.32	4	10	beleza_saude	LOST_CUSTOMERS	NEW	2026-05-15 15:13:42.783
57004	1	146.21	146.21	5	14	telefonia	CHAMPIONS	NEW	2026-05-15 15:13:42.783
57005	1	104.47	104.47	5	10	eletroportateis	REGULAR	NEW	2026-05-15 15:13:42.783
57006	1	97.69	97.69	5	10	instrumentos_musicais	REGULAR	NEW	2026-05-15 15:13:42.783
57007	1	61.59	61.59	5	10	brinquedos	REGULAR	NEW	2026-05-15 15:13:42.783
57008	1	150.15	150.15	5	9	bebes	LOYAL_CUSTOMERS	NEW	2026-05-15 15:13:42.783
57009	1	81.78	81.78	4	10	cama_mesa_banho	REGULAR	NEW	2026-05-15 15:13:42.783
57010	1	147.97	147.97	5	25	informatica_acessorios	LOYAL_CUSTOMERS	NEW	2026-05-15 15:13:42.783
57011	1	106.76	106.76	4	12	cama_mesa_banho	REGULAR	NEW	2026-05-15 15:13:42.783
57012	1	105.74	105.74	2	27	informatica_acessorios	LOYAL_CUSTOMERS	NEW	2026-05-15 15:13:42.783
57013	1	241.76	241.76	5	21	esporte_lazer	CHAMPIONS	NEW	2026-05-15 15:13:42.783
57014	1	224.39	224.39	5	7	relogios_presentes	CHAMPIONS	NEW	2026-05-15 15:13:42.783
57015	1	16.29	16.29	5	7	beleza_saude	LOST_CUSTOMERS	NEW	2026-05-15 15:13:42.783
57016	1	74.49	74.49	3	15	perfumaria	REGULAR	NEW	2026-05-15 15:13:42.783
57017	1	47.11	47.11	5	3	beleza_saude	REGULAR	NEW	2026-05-15 15:13:42.783
57018	1	147.15	147.15	5	9	bebes	CHAMPIONS	NEW	2026-05-15 15:13:42.783
57019	1	47.13	47.13	1	35	informatica_acessorios	REGULAR	NEW	2026-05-15 15:13:42.783
57020	1	105.74	105.74	4	17	automotivo	LOYAL_CUSTOMERS	NEW	2026-05-15 15:13:42.783
57021	1	151.82	151.82	1	NULL	bebes	REGULAR	NEW	2026-05-15 15:13:42.783
57022	1	267.40	267.40	5	14	agro_industria_e_comercio	LOYAL_CUSTOMERS	NEW	2026-05-15 15:13:42.783
57023	1	211.09	211.09	4	4	fashion_bolsas_e_acessorios	CHAMPIONS	NEW	2026-05-15 15:13:42.783
57024	1	204.45	204.45	5	13	informatica_acessorios	CHAMPIONS	NEW	2026-05-15 15:13:42.783
57025	1	203.74	203.74	5	10	relogios_presentes	CHAMPIONS	NEW	2026-05-15 15:13:42.783
57026	1	234.00	234.00	4	18	moveis_escritorio	CHAMPIONS	NEW	2026-05-15 15:13:42.783
57027	1	140.50	140.50	1	15	consoles_games	REGULAR	NEW	2026-05-15 15:13:42.783
57028	1	85.88	85.88	5	1	beleza_saude	REGULAR	NEW	2026-05-15 15:13:42.783
57029	1	150.04	150.04	5	6	esporte_lazer	REGULAR	NEW	2026-05-15 15:13:42.783
57030	1	126.07	126.07	5	6	beleza_saude	LOYAL_CUSTOMERS	NEW	2026-05-15 15:13:42.783
57031	1	58.54	58.54	5	4	bebes	REGULAR	NEW	2026-05-15 15:13:42.783
57032	1	93.76	93.76	2	13	perfumaria	LOYAL_CUSTOMERS	NEW	2026-05-15 15:13:42.783
57033	1	96.20	96.20	5	5	informatica_acessorios	LOYAL_CUSTOMERS	NEW	2026-05-15 15:13:42.783
57034	1	95.30	95.30	5	7	consoles_games	LOYAL_CUSTOMERS	NEW	2026-05-15 15:13:42.783
57035	1	54.00	54.00	5	6	informatica_acessorios	REGULAR	NEW	2026-05-15 15:13:42.783
57036	1	87.56	87.56	4	5	papelaria	REGULAR	NEW	2026-05-15 15:13:42.783
57037	1	173.01	173.01	4	17	beleza_saude	REGULAR	NEW	2026-05-15 15:13:42.783
57038	1	36.78	36.78	5	3	relogios_presentes	REGULAR	NEW	2026-05-15 15:13:42.783
57039	1	338.58	338.58	4	11	esporte_lazer	REGULAR	NEW	2026-05-15 15:13:42.783
57040	1	228.95	228.95	5	6	relogios_presentes	REGULAR	NEW	2026-05-15 15:13:42.783
57041	1	117.16	117.16	5	10	beleza_saude	LOYAL_CUSTOMERS	NEW	2026-05-15 15:13:42.783
57042	1	56.78	56.78	4	5	relogios_presentes	REGULAR	NEW	2026-05-15 15:13:42.783
57043	1	191.14	191.14	3	10	papelaria	LOYAL_CUSTOMERS	NEW	2026-05-15 15:13:42.783
57044	1	98.65	98.65	4	5	beleza_saude	REGULAR	NEW	2026-05-15 15:13:42.783
57045	1	124.27	124.27	5	2	automotivo	LOYAL_CUSTOMERS	NEW	2026-05-15 15:13:42.783
57046	1	90.17	90.17	4	23	informatica_acessorios	REGULAR	NEW	2026-05-15 15:13:42.783
57047	1	127.92	127.92	5	11	cama_mesa_banho	LOYAL_CUSTOMERS	NEW	2026-05-15 15:13:42.783
57048	1	87.36	87.36	5	7	eletronicos	REGULAR	NEW	2026-05-15 15:13:42.783
57049	1	330.11	330.11	5	9	instrumentos_musicais	REGULAR	NEW	2026-05-15 15:13:42.783
57050	1	24.10	24.10	5	15	ferramentas_jardim	REGULAR	NEW	2026-05-15 15:13:42.783
57051	1	147.80	147.80	5	12	informatica_acessorios	LOYAL_CUSTOMERS	NEW	2026-05-15 15:13:42.783
57052	1	127.52	127.52	5	12	beleza_saude	REGULAR	NEW	2026-05-15 15:13:42.783
57053	1	92.35	92.35	3	42	bebes	LOYAL_CUSTOMERS	NEW	2026-05-15 15:13:42.783
57054	1	32.92	32.92	3	20	informatica_acessorios	REGULAR	NEW	2026-05-15 15:13:42.783
57055	1	140.02	140.02	5	7	brinquedos	REGULAR	NEW	2026-05-15 15:13:42.783
57056	1	140.88	140.88	3	37	beleza_saude	REGULAR	NEW	2026-05-15 15:13:42.783
57057	1	143.04	143.04	3	2	esporte_lazer	LOYAL_CUSTOMERS	NEW	2026-05-15 15:13:42.783
57058	1	105.00	105.00	5	6	casa_construcao	LOYAL_CUSTOMERS	NEW	2026-05-15 15:13:42.783
57059	2	200.09	100.05	5	14.5	informatica_acessorios	LOYAL_CUSTOMERS	REGULAR	2026-05-15 15:13:42.783
57060	1	136.05	136.05	5	10	unknown	CHAMPIONS	NEW	2026-05-15 15:13:42.783
57061	1	672.41	672.41	4	17	pcs	LOYAL_CUSTOMERS	NEW	2026-05-15 15:13:42.783
57062	1	47.40	47.40	4	20	telefonia	REGULAR	NEW	2026-05-15 15:13:42.783
57063	1	58.98	58.98	4	5	pet_shop	REGULAR	NEW	2026-05-15 15:13:42.783
57064	1	954.24	954.24	2	6	consoles_games	REGULAR	NEW	2026-05-15 15:13:42.783
57065	1	74.72	74.72	4	13	moveis_decoracao	REGULAR	NEW	2026-05-15 15:13:42.783
57066	1	151.83	151.83	5	11	audio	REGULAR	NEW	2026-05-15 15:13:42.783
57067	1	137.04	137.04	5	10	ferramentas_jardim	REGULAR	NEW	2026-05-15 15:13:42.783
57068	1	67.65	67.65	5	9	beleza_saude	REGULAR	NEW	2026-05-15 15:13:42.783
57069	1	109.38	109.38	1	21	moveis_escritorio	LOYAL_CUSTOMERS	NEW	2026-05-15 15:13:42.783
57070	1	374.07	374.07	5	8	moveis_escritorio	REGULAR	NEW	2026-05-15 15:13:42.783
57071	1	88.29	88.29	1	NULL	informatica_acessorios	REGULAR	NEW	2026-05-15 15:13:42.783
57072	1	29.38	29.38	5	4	telefonia	REGULAR	NEW	2026-05-15 15:13:42.783
57073	1	62.05	62.05	4	27	informatica_acessorios	REGULAR	NEW	2026-05-15 15:13:42.783
57074	1	68.12	68.12	5	8	perfumaria	REGULAR	NEW	2026-05-15 15:13:42.783
57075	1	160.66	160.66	4	3	eletrodomesticos	REGULAR	NEW	2026-05-15 15:13:42.783
57076	1	50.44	50.44	4	2	unknown	REGULAR	NEW	2026-05-15 15:13:42.783
57077	2	155.63	77.82	5	5	esporte_lazer	AT_RISK	REGULAR	2026-05-15 15:13:42.783
57078	1	49.03	49.03	4	8	beleza_saude	LOST_CUSTOMERS	NEW	2026-05-15 15:13:42.783
57079	1	92.83	92.83	5	7	informatica_acessorios	REGULAR	NEW	2026-05-15 15:13:42.783
57080	1	66.23	66.23	3	18	pet_shop	REGULAR	NEW	2026-05-15 15:13:42.783
57081	1	1172.45	1172.45	5	26	beleza_saude	LOYAL_CUSTOMERS	NEW	2026-05-15 15:13:42.783
57082	1	25.77	25.77	5	1	consoles_games	REGULAR	NEW	2026-05-15 15:13:42.783
57083	1	54.34	54.34	4	18	eletronicos	REGULAR	NEW	2026-05-15 15:13:42.783
57084	1	27.78	27.78	5	7	unknown	REGULAR	NEW	2026-05-15 15:13:42.783
57085	1	81.16	81.16	5	10	utilidades_domesticas	REGULAR	NEW	2026-05-15 15:13:42.783
57086	1	710.23	710.23	5	3	cool_stuff	CHAMPIONS	NEW	2026-05-15 15:13:42.783
57087	1	520.65	520.65	5	8	cool_stuff	CHAMPIONS	NEW	2026-05-15 15:13:42.783
57088	1	95.31	95.31	5	8	unknown	LOYAL_CUSTOMERS	NEW	2026-05-15 15:13:42.783
57089	1	133.67	133.67	4	15	utilidades_domesticas	REGULAR	NEW	2026-05-15 15:13:42.783
57090	1	209.26	209.26	1	3	beleza_saude	REGULAR	NEW	2026-05-15 15:13:42.783
57091	1	67.93	67.93	4	15	moveis_decoracao	REGULAR	NEW	2026-05-15 15:13:42.783
57092	1	72.57	72.57	5	9	informatica_acessorios	REGULAR	NEW	2026-05-15 15:13:42.783
57093	1	55.36	55.36	5	8	beleza_saude	LOST_CUSTOMERS	NEW	2026-05-15 15:13:42.783
57094	1	113.20	113.20	4	22	unknown	LOYAL_CUSTOMERS	NEW	2026-05-15 15:13:42.783
57095	1	170.71	170.71	4	18	ferramentas_jardim	LOYAL_CUSTOMERS	NEW	2026-05-15 15:13:42.783
57096	1	185.94	185.94	5	23	relogios_presentes	LOYAL_CUSTOMERS	NEW	2026-05-15 15:13:42.783
57097	1	43.68	43.68	5	5	perfumaria	REGULAR	NEW	2026-05-15 15:13:42.783
57098	1	89.88	89.88	5	14	moveis_decoracao	LOYAL_CUSTOMERS	NEW	2026-05-15 15:13:42.783
57099	1	394.52	394.52	4	26	beleza_saude	CHAMPIONS	NEW	2026-05-15 15:13:42.783
57100	1	286.59	286.59	5	4	cool_stuff	LOYAL_CUSTOMERS	NEW	2026-05-15 15:13:42.783
57101	1	51.11	51.11	5	17	perfumaria	REGULAR	NEW	2026-05-15 15:13:42.783
57102	1	28.03	28.03	1	16	moveis_decoracao	LOST_CUSTOMERS	NEW	2026-05-15 15:13:42.783
57103	1	142.10	142.10	5	6	cool_stuff	CHAMPIONS	NEW	2026-05-15 15:13:42.783
57104	1	156.41	156.41	3	25	informatica_acessorios	LOYAL_CUSTOMERS	NEW	2026-05-15 15:13:42.783
57105	1	104.66	104.66	5	4	esporte_lazer	LOYAL_CUSTOMERS	NEW	2026-05-15 15:13:42.783
57106	1	37.29	37.29	5	NULL	NULL	REGULAR	NEW	2026-05-15 15:13:42.783
57107	1	298.61	298.61	5	3	construcao_ferramentas_jardim	REGULAR	NEW	2026-05-15 15:13:42.783
57108	1	98.30	98.30	4	5	industria_comercio_e_negocios	REGULAR	NEW	2026-05-15 15:13:42.783
57109	1	59.60	59.60	4	15	utilidades_domesticas	REGULAR	NEW	2026-05-15 15:13:42.783
57110	1	258.38	258.38	5	10	beleza_saude	REGULAR	NEW	2026-05-15 15:13:42.783
57111	1	651.84	651.84	3	8	beleza_saude	CHAMPIONS	NEW	2026-05-15 15:13:42.783
57112	1	173.53	173.53	4	8	esporte_lazer	REGULAR	NEW	2026-05-15 15:13:42.783
57113	1	36.22	36.22	5	4	market_place	REGULAR	NEW	2026-05-15 15:13:42.783
57114	1	101.80	101.80	1	27	esporte_lazer	LOYAL_CUSTOMERS	NEW	2026-05-15 15:13:42.783
57115	1	54.43	54.43	2	24	utilidades_domesticas	REGULAR	NEW	2026-05-15 15:13:42.783
57116	1	35.77	35.77	5	4	automotivo	REGULAR	NEW	2026-05-15 15:13:42.783
57117	1	89.42	89.42	5	16	utilidades_domesticas	LOYAL_CUSTOMERS	NEW	2026-05-15 15:13:42.783
57118	1	57.68	57.68	1	27	audio	REGULAR	NEW	2026-05-15 15:13:42.783
57119	1	56.10	56.10	5	11	alimentos_bebidas	REGULAR	NEW	2026-05-15 15:13:42.783
57120	1	115.16	115.16	5	12	pet_shop	LOYAL_CUSTOMERS	NEW	2026-05-15 15:13:42.783
57121	1	20.29	20.29	4	13	eletronicos	REGULAR	NEW	2026-05-15 15:13:42.783
57122	1	46.23	46.23	5	13	esporte_lazer	REGULAR	NEW	2026-05-15 15:13:42.783
57123	1	110.83	110.83	4	27	informatica_acessorios	LOYAL_CUSTOMERS	NEW	2026-05-15 15:13:42.783
57124	1	63.13	63.13	5	9	telefonia	REGULAR	NEW	2026-05-15 15:13:42.783
57125	1	77.03	77.03	5	12	bebes	REGULAR	NEW	2026-05-15 15:13:42.783
57126	1	232.14	232.14	3	11	cama_mesa_banho	CHAMPIONS	NEW	2026-05-15 15:13:42.783
57127	1	57.07	57.07	1	7	automotivo	REGULAR	NEW	2026-05-15 15:13:42.783
57128	1	204.06	204.06	5	14	casa_conforto	CHAMPIONS	NEW	2026-05-15 15:13:42.783
57129	2	134.21	67.11	5	7	esporte_lazer	CHAMPIONS	REGULAR	2026-05-15 15:13:42.783
57130	1	264.38	264.38	5	20	consoles_games	CHAMPIONS	NEW	2026-05-15 15:13:42.783
57131	1	62.23	62.23	5	21	moveis_sala	REGULAR	NEW	2026-05-15 15:13:42.783
57132	1	210.99	210.99	5	9	esporte_lazer	LOYAL_CUSTOMERS	NEW	2026-05-15 15:13:42.783
57133	1	607.57	607.57	5	28	moveis_escritorio	REGULAR	NEW	2026-05-15 15:13:42.783
57134	1	44.09	44.09	1	NULL	fashion_roupa_masculina	REGULAR	NEW	2026-05-15 15:13:42.783
57135	1	41.16	41.16	5	16	ferramentas_jardim	LOST_CUSTOMERS	NEW	2026-05-15 15:13:42.783
57136	1	137.14	137.14	5	17	cama_mesa_banho	CHAMPIONS	NEW	2026-05-15 15:13:42.783
57137	1	1023.44	1023.44	5	17	relogios_presentes	CHAMPIONS	NEW	2026-05-15 15:13:42.783
57138	1	37.09	37.09	4	19	unknown	REGULAR	NEW	2026-05-15 15:13:42.783
57139	1	87.94	87.94	5	10	beleza_saude	LOYAL_CUSTOMERS	NEW	2026-05-15 15:13:42.783
57140	1	90.88	90.88	5	14	moveis_decoracao	REGULAR	NEW	2026-05-15 15:13:42.783
57141	1	335.10	335.10	5	12	telefonia_fixa	CHAMPIONS	NEW	2026-05-15 15:13:42.783
57142	1	43.41	43.41	5	1	esporte_lazer	LOST_CUSTOMERS	NEW	2026-05-15 15:13:42.783
57143	1	367.56	367.56	3	NULL	NULL	CHAMPIONS	NEW	2026-05-15 15:13:42.783
57144	1	63.37	63.37	5	9	cama_mesa_banho	REGULAR	NEW	2026-05-15 15:13:42.783
57145	1	214.36	214.36	1	8	cama_mesa_banho	CHAMPIONS	NEW	2026-05-15 15:13:42.783
57146	1	100.21	100.21	1	19	beleza_saude	LOYAL_CUSTOMERS	NEW	2026-05-15 15:13:42.783
57147	1	67.93	67.93	1	15	moveis_decoracao	REGULAR	NEW	2026-05-15 15:13:42.783
57148	1	27.68	27.68	4	6	consoles_games	REGULAR	NEW	2026-05-15 15:13:42.783
57149	1	288.84	288.84	1	25	instrumentos_musicais	REGULAR	NEW	2026-05-15 15:13:42.783
57150	1	116.06	116.06	5	9	relogios_presentes	REGULAR	NEW	2026-05-15 15:13:42.783
57151	1	87.32	87.32	1	3	informatica_acessorios	REGULAR	NEW	2026-05-15 15:13:42.783
57152	1	66.06	66.06	5	15	cama_mesa_banho	REGULAR	NEW	2026-05-15 15:13:42.783
57153	1	396.32	396.32	5	8	esporte_lazer	CHAMPIONS	NEW	2026-05-15 15:13:42.783
57154	1	54.77	54.77	4	4	beleza_saude	REGULAR	NEW	2026-05-15 15:13:42.783
57155	1	66.09	66.09	5	11	papelaria	REGULAR	NEW	2026-05-15 15:13:42.783
57156	1	35.00	35.00	4	14	utilidades_domesticas	REGULAR	NEW	2026-05-15 15:13:42.783
57157	1	145.30	145.30	1	43	moveis_escritorio	CHAMPIONS	NEW	2026-05-15 15:13:42.783
57158	1	130.01	130.01	5	7	cama_mesa_banho	REGULAR	NEW	2026-05-15 15:13:42.783
57159	1	45.01	45.01	1	29	utilidades_domesticas	REGULAR	NEW	2026-05-15 15:13:42.783
57160	1	48.91	48.91	5	6	informatica_acessorios	REGULAR	NEW	2026-05-15 15:13:42.783
57161	1	141.52	141.52	2	NULL	cool_stuff	CHAMPIONS	NEW	2026-05-15 15:13:42.783
57162	1	162.44	162.44	5	3	cama_mesa_banho	REGULAR	NEW	2026-05-15 15:13:42.783
57163	2	147.13	73.57	3.5	18.5	unknown	LOYAL_CUSTOMERS	REGULAR	2026-05-15 15:13:42.783
57164	1	193.22	193.22	1	15	relogios_presentes	REGULAR	NEW	2026-05-15 15:13:42.783
57165	1	114.33	114.33	3	2	beleza_saude	LOYAL_CUSTOMERS	NEW	2026-05-15 15:13:42.783
57166	1	73.34	73.34	4	8	ferramentas_jardim	REGULAR	NEW	2026-05-15 15:13:42.783
57167	1	60.63	60.63	5	4	cool_stuff	REGULAR	NEW	2026-05-15 15:13:42.783
57168	1	198.13	198.13	1	6	esporte_lazer	REGULAR	NEW	2026-05-15 15:13:42.783
57169	1	296.61	296.61	5	11	relogios_presentes	CHAMPIONS	NEW	2026-05-15 15:13:42.783
57170	1	43.13	43.13	5	14	beleza_saude	REGULAR	NEW	2026-05-15 15:13:42.783
57171	1	63.27	63.27	5	8	ferramentas_jardim	REGULAR	NEW	2026-05-15 15:13:42.783
57172	1	221.79	221.79	5	8	papelaria	CHAMPIONS	NEW	2026-05-15 15:13:42.783
57173	1	163.25	163.25	4	12	cool_stuff	LOYAL_CUSTOMERS	NEW	2026-05-15 15:13:42.783
57174	1	630.99	630.99	3	NULL	cool_stuff	CHAMPIONS	NEW	2026-05-15 15:13:42.783
57175	2	233.49	116.75	5	5.5	cama_mesa_banho	CHAMPIONS	REGULAR	2026-05-15 15:13:42.783
57176	1	136.50	136.50	1	66	beleza_saude	REGULAR	NEW	2026-05-15 15:13:42.783
57177	1	206.84	206.84	5	28	informatica_acessorios	REGULAR	NEW	2026-05-15 15:13:42.783
57178	1	33.10	33.10	5	31	informatica_acessorios	REGULAR	NEW	2026-05-15 15:13:42.783
57179	1	126.43	126.43	5	9	beleza_saude	LOYAL_CUSTOMERS	NEW	2026-05-15 15:13:42.783
57180	1	228.78	228.78	5	6	perfumaria	REGULAR	NEW	2026-05-15 15:13:42.783
57181	1	127.53	127.53	4	2	beleza_saude	REGULAR	NEW	2026-05-15 15:13:42.783
57182	1	74.55	74.55	5	9	brinquedos	REGULAR	NEW	2026-05-15 15:13:42.783
57183	1	415.02	415.02	0	21	eletronicos	CHAMPIONS	NEW	2026-05-15 15:13:42.783
57184	1	249.05	249.05	5	7	eletronicos	REGULAR	NEW	2026-05-15 15:13:42.783
57185	1	88.22	88.22	5	6	beleza_saude	REGULAR	NEW	2026-05-15 15:13:42.783
57186	1	34.42	34.42	0	52	moveis_decoracao	REGULAR	NEW	2026-05-15 15:13:42.783
57187	1	95.33	95.33	4	19	cama_mesa_banho	REGULAR	NEW	2026-05-15 15:13:42.783
57188	1	82.03	82.03	1	32	beleza_saude	REGULAR	NEW	2026-05-15 15:13:42.783
57189	1	130.28	130.28	5	11	cool_stuff	LOYAL_CUSTOMERS	NEW	2026-05-15 15:13:42.783
57190	1	155.22	155.22	4	13	cama_mesa_banho	LOYAL_CUSTOMERS	NEW	2026-05-15 15:13:42.783
57191	1	97.71	97.71	5	15	moveis_decoracao	LOYAL_CUSTOMERS	NEW	2026-05-15 15:13:42.783
57192	1	73.71	73.71	5	4	beleza_saude	REGULAR	NEW	2026-05-15 15:13:42.783
57193	1	1017.52	1017.52	5	13	automotivo	CHAMPIONS	NEW	2026-05-15 15:13:42.783
57194	1	58.59	58.59	5	9	moveis_decoracao	REGULAR	NEW	2026-05-15 15:13:42.783
57195	1	70.72	70.72	2	5	beleza_saude	REGULAR	NEW	2026-05-15 15:13:42.783
57196	1	43.10	43.10	4	10	relogios_presentes	REGULAR	NEW	2026-05-15 15:13:42.783
57197	1	205.43	205.43	5	19	malas_acessorios	REGULAR	NEW	2026-05-15 15:13:42.783
57198	1	33.92	33.92	5	16	bebes	REGULAR	NEW	2026-05-15 15:13:42.783
57199	1	120.05	120.05	1	49	cama_mesa_banho	LOYAL_CUSTOMERS	NEW	2026-05-15 15:13:42.783
57200	1	87.55	87.55	4	13	informatica_acessorios	LOYAL_CUSTOMERS	NEW	2026-05-15 15:13:42.783
57201	1	124.70	124.70	3	15	relogios_presentes	REGULAR	NEW	2026-05-15 15:13:42.783
57202	1	275.98	275.98	1	28	cama_mesa_banho	CHAMPIONS	NEW	2026-05-15 15:13:42.783
57203	1	267.76	267.76	5	22	esporte_lazer	REGULAR	NEW	2026-05-15 15:13:42.783
57204	1	110.32	110.32	4	5	esporte_lazer	REGULAR	NEW	2026-05-15 15:13:42.783
57205	1	142.21	142.21	5	21	relogios_presentes	REGULAR	NEW	2026-05-15 15:13:42.783
57206	1	124.50	124.50	5	3	perfumaria	REGULAR	NEW	2026-05-15 15:13:42.783
57207	1	48.13	48.13	5	22	eletronicos	REGULAR	NEW	2026-05-15 15:13:42.783
57208	1	162.99	162.99	5	9	cama_mesa_banho	LOYAL_CUSTOMERS	NEW	2026-05-15 15:13:42.783
57209	1	82.24	82.24	5	12	pet_shop	REGULAR	NEW	2026-05-15 15:13:42.783
57210	1	170.28	170.28	4	17	cool_stuff	CHAMPIONS	NEW	2026-05-15 15:13:42.783
57211	1	154.32	154.32	1	26	cool_stuff	LOYAL_CUSTOMERS	NEW	2026-05-15 15:13:42.783
57212	1	146.09	146.09	1	14	esporte_lazer	CHAMPIONS	NEW	2026-05-15 15:13:42.783
