seller_sk	seller_id	seller_zip_code_prefix	seller_city	seller_state	first_sale_date	last_sale_date	total_orders	total_items_sold	total_sales_amount	avg_item_price	is_top_seller	dwh_create_date
1430	740205fedfe4e90ca6857bc77db0f2b4	95055	caxias do sul	SP	2017-02-17	2017-02-17	1	1	229.90	229.90	0	2026-05-13 13:24:56.700
1431	7402d13c03a7e91366337cd1de471144	86181	cambe	PR	2017-09-19	2018-08-17	4	4	528.38	132.09	0	2026-05-13 13:24:56.700
1432	741f8c587cb4248ebc5b779a0e8e0e51	9110	santo andre	SP	2018-07-12	2018-08-12	5	5	89.95	17.99	0	2026-05-13 13:24:56.700
1433	744dac408745240a2c2528fb1b6028f3	83408	colombo	PR	2017-04-22	2018-08-14	79	84	22490.60	267.75	0	2026-05-13 13:24:56.700
1434	74636e24f01da9268b0ed88dacd8513e	2941	sao paulo	SP	2018-04-25	2018-08-14	4	4	776.00	194.00	0	2026-05-13 13:24:56.700
1435	747c1cdcd1737dcfbd1547f6eb6f2cf3	14940	ibitinga	SP	2017-09-17	2018-01-27	2	2	193.10	96.55	0	2026-05-13 13:24:56.700
1436	747e73c01a4593d4cf60dcf970fd2689	55602	vitoria de santo antao	PE	2018-03-01	2018-04-26	3	3	2217.99	739.33	0	2026-05-13 13:24:56.700
1437	74871d19219c7d518d0090283e03c137	4650	sao paulo	SP	2018-04-05	2018-08-21	6	7	550.04	78.58	0	2026-05-13 13:24:56.700
1438	7494d0dcba8551df6cf37f1b905dc2f7	11013	santos	SP	2018-05-03	2018-05-03	1	1	45.90	45.90	0	2026-05-13 13:24:56.700
1439	749e7cdabbaf72f16677859e27874ba5	7122	guarulhos	SP	2017-09-03	2017-09-03	1	1	41.90	41.90	0	2026-05-13 13:24:56.700
1440	74a9b9bddf14ece02beb81f52c41a88d	1156	sao paulo	SP	2017-11-27	2018-02-07	2	2	95.00	47.50	0	2026-05-13 13:24:56.700
1441	74bafed391319577bce6f4d2acc0589a	1311	sao paulo	SP	2017-09-16	2018-04-16	3	3	1847.00	615.67	0	2026-05-13 13:24:56.700
1442	74c7dec0a384d8a05950e629bd23bde9	13845	mogi guacu	SP	2017-07-05	2017-10-01	5	5	187.68	37.54	0	2026-05-13 13:24:56.700
1443	750303a20e9c56b2a6bc45cdce0b897d	74333	goiania	GO	2017-09-06	2018-08-24	54	57	8085.00	141.84	0	2026-05-13 13:24:56.700
1444	751bdc4d83a466c7206cd42e8f426b03	9405	ribeirao pires	SP	2017-05-18	2018-07-26	54	71	6648.93	93.65	0	2026-05-13 13:24:56.700
1445	751e274377499a8503fd6243ad9c56f6	13097	campinas	SP	2018-08-20	2018-08-20	1	2	218.00	109.00	0	2026-05-13 13:24:56.700
1446	75745ef7bc7d4f3ea3380f6f5303f514	70384	brasilia	DF	2017-03-01	2017-04-07	3	3	228.40	76.13	0	2026-05-13 13:24:56.700
1447	7586919161935337bf6b6d7ff5779648	21921	rio de janeiro	RJ	2017-06-30	2018-03-20	11	18	1664.71	92.48	0	2026-05-13 13:24:56.700
1448	75a4764c108403a7a0575140cb22287c	95072	caxias do sul	RS	2017-12-12	2018-04-10	5	9	716.90	79.66	0	2026-05-13 13:24:56.700
1449	75d34ebb1bd0bd7dde40dd507b8169c3	41820	salvador	BA	2017-01-11	2018-02-05	62	72	15048.28	209.00	0	2026-05-13 13:24:56.700
1450	75fbb52eda0cbc24f479d3b2fbfa8d3e	74560	goiania	GO	2017-01-31	2018-06-16	40	43	1130.99	26.30	0	2026-05-13 13:24:56.700
1451	75fdd0a732287f9497b179f6bd445d32	9350	maua	SP	2017-09-19	2017-09-19	1	1	59.90	59.90	0	2026-05-13 13:24:56.700
1452	761681a821d8275bc79f552116d06869	17606	sao paulo	SP	2018-06-14	2018-07-25	3	3	354.92	118.31	0	2026-05-13 13:24:56.700
1453	762ed976527cddf02787edba70fffa2a	86026	londrina	PR	2017-11-24	2017-12-12	3	4	179.80	44.95	0	2026-05-13 13:24:56.700
1454	762fafdaa57a532ee0119731697579dd	13311	itu	SP	2018-06-08	2018-08-11	5	5	206.70	41.34	0	2026-05-13 13:24:56.700
1455	76623fde66e6b63b59440fd34160512d	7124	guarulhos	SP	2017-09-02	2018-01-08	3	3	65.40	21.80	0	2026-05-13 13:24:56.700
1456	7681ef142fd2c19048da7430856b5588	7074	guarulhos	SP	2018-02-09	2018-08-22	59	77	31941.81	414.83	0	2026-05-13 13:24:56.700
1457	76833248bbc0e65a0293ec62023e4396	16200	birigui	SP	2017-10-06	2017-11-17	2	2	2399.98	1199.99	0	2026-05-13 13:24:56.700
1458	768a86e36ad6aae3d03ee3c6433d61df	1529	sao paulo	SP	2018-06-19	2018-08-23	17	17	587.46	34.56	0	2026-05-13 13:24:56.700
1459	768de2a4fc06aacecb9a586ccc30746a	70645	brasilia	DF	2017-08-08	2018-05-18	14	14	475.60	33.97	0	2026-05-13 13:24:56.700
1460	76c47a299e4a8fe992316a85865acbe9	14075	ribeirao preto	SP	2017-06-22	2018-06-17	6	10	1024.46	102.45	0	2026-05-13 13:24:56.700
1461	76d336555bb25f3165d2f0d6da719c40	18015	sorocaba	SP	2017-02-03	2017-02-16	2	2	330.00	165.00	0	2026-05-13 13:24:56.700
1462	76d5af76d0271110f9af36c92573f765	3194	sao paulo	SP	2016-10-04	2018-08-01	131	159	33461.60	210.45	0	2026-05-13 13:24:56.700
1463	76d64c4aca3a7baf218bf93ef7fa768d	80215	curitiba	PR	2017-05-25	2018-08-26	64	69	16911.80	245.10	0	2026-05-13 13:24:56.700
1464	76de363de16dacc923eec8daf91df504	89825	xaxim	SC	2017-09-22	2018-03-21	2	2	360.00	180.00	0	2026-05-13 13:24:56.700
1465	76ea5315acb3f5f7ade3cd261faf922a	4213	sao paulo	SP	2018-05-18	2018-08-19	15	15	1087.06	72.47	0	2026-05-13 13:24:56.700
1466	77128dec4bec4878c37ab7d6169d6f26	2610	sao paulo	SP	2017-03-15	2017-03-15	1	1	6.50	6.50	0	2026-05-13 13:24:56.700
1467	7722b1df1b0e383e000397b2c11e3e19	9715	sao bernardo do campo	SP	2017-01-19	2018-08-27	134	145	7094.09	48.92	0	2026-05-13 13:24:56.700
1468	77530e9772f57a62c906e1c21538ab82	80310	curitiba	PR	2016-10-04	2018-08-25	320	389	46610.40	119.82	0	2026-05-13 13:24:56.700
1469	77714512e8d4dda9c234da8e3faf16e4	7056	guarulhos	SP	2018-07-27	2018-08-15	4	6	243.40	40.57	0	2026-05-13 13:24:56.700
1470	777a0c55737f34ffeb78010f7542ab41	1541	sao paulo	SP	2018-07-16	2018-08-20	6	6	452.50	75.42	0	2026-05-13 13:24:56.700
1471	778323240ce2830d68aab11794e00bfb	13600	sao paulo	SP	2018-06-25	2018-07-30	3	3	189.98	63.33	0	2026-05-13 13:24:56.700
1472	77a515caa36327151d1cc6c32a9f00e1	9912	diadema	SP	2018-02-28	2018-08-23	26	26	2217.39	85.28	0	2026-05-13 13:24:56.700
1473	77dcbb67ccb3659bd58eaf5661560a30	95900	lajeado	RS	2017-02-01	2017-02-14	2	2	984.00	492.00	0	2026-05-13 13:24:56.700
1474	77e4abfd739aed9c46480f90f81c0eb4	70767	brasilia	DF	2018-01-30	2018-08-14	18	18	3736.99	207.61	0	2026-05-13 13:24:56.700
1475	77fccaae319668a8ab6cd0fd16aec48c	28035	campos dos goytacazes	RJ	2018-05-13	2018-07-25	11	12	1667.00	138.92	0	2026-05-13 13:24:56.700
1476	7813ea3ebd9411dc600b4dd01f7a97b9	6018	osasco	SP	2017-08-03	2018-06-07	9	9	1599.40	177.71	0	2026-05-13 13:24:56.700
1477	7816cd9c5b1238e320545f5bf7eb80e8	14801	araraquara	SP	2018-05-24	2018-05-24	1	1	489.00	489.00	0	2026-05-13 13:24:56.700
1478	781a66c0d89e30814d49fe8b5e14cd07	13064	campinas	SP	2017-11-15	2017-11-15	1	1	115.00	115.00	0	2026-05-13 13:24:56.700
1479	782f78b632a43875dd5b53e3e49c9564	13030	campinas	SP	2017-06-19	2017-08-05	2	3	146.01	48.67	0	2026-05-13 13:24:56.700
1480	784ba75dd9d20200c4caed3d7a77141a	1040	sao paulo	SP	2017-03-29	2018-01-24	21	24	8295.13	345.63	0	2026-05-13 13:24:56.700
1481	78744a20ee2f80ba64f6804c25def2b8	50751	recife	PE	2017-09-10	2018-08-19	6	6	2715.00	452.50	0	2026-05-13 13:24:56.700
1482	78813699ffac347fe27dba345a5f1551	95711	bento goncalves	RS	2018-06-24	2018-06-24	1	1	152.42	152.42	0	2026-05-13 13:24:56.700
1483	788e857f317e53de488d393e65a80f45	8280	sao paulo	SP	2018-05-28	2018-08-22	11	11	1210.00	110.00	0	2026-05-13 13:24:56.700
1484	788f22bafdd7ab0e1e79f19db72f16a4	4137	sao paulo	SP	2018-08-21	2018-08-21	2	2	125.80	62.90	0	2026-05-13 13:24:56.700
1485	78a4d36f65a019172c6154468831a69f	17018	bauru	SP	2017-10-20	2017-12-08	7	7	1545.50	220.79	0	2026-05-13 13:24:56.700
1486	78ba5933c21686d1c2f64669c8c459e7	8810	mogi das cruzes	SP	2017-03-20	2017-05-16	2	2	191.80	95.90	0	2026-05-13 13:24:56.700
1487	78c99c6dff4eeae5be99bf635ed21e3f	17510	marilia	SP	2017-02-08	2017-08-18	31	39	2030.88	52.07	0	2026-05-13 13:24:56.700
1488	78ef7e885d17f35e2382a47aae8b8cce	96816	santa cruz do sul	RS	2017-02-15	2017-07-28	3	3	388.00	129.33	0	2026-05-13 13:24:56.700
1489	7901646fdd36a55f564ffaf2dbccaaf7	20021	rio de janeiro	RJ	2017-03-02	2018-08-23	22	27	11857.08	439.15	0	2026-05-13 13:24:56.700
1490	791cfcfe22fe4a771ece27f90017da92	14010	ribeirao preto	SP	2017-06-12	2017-09-25	2	2	596.26	298.13	0	2026-05-13 13:24:56.700
1491	79565f7d5603b24ddf07ade262547f2f	14804	araraquara	SP	2017-02-07	2017-05-24	8	8	385.00	48.13	0	2026-05-13 13:24:56.700
1492	7957cac1a02f45d0a4a7e45626382ec2	80320	curitiba	PR	2017-09-08	2017-09-08	1	1	343.00	343.00	0	2026-05-13 13:24:56.700
1493	7963e546f34e098b578f9ad102494601	5624	sao paulo	SP	2017-11-05	2017-11-05	1	1	60.99	60.99	0	2026-05-13 13:24:56.700
1494	7994081388d55b9cf976c050653dd359	1244	sao paulo	SP	2017-02-09	2017-11-10	2	6	1020.00	170.00	0	2026-05-13 13:24:56.700
1495	7994b065a7ffb14e71c6312cf87b9de2	29142	cariacica / es	ES	2018-06-05	2018-08-04	5	7	453.00	64.71	0	2026-05-13 13:24:56.700
1496	79a679c36c08d606b3fd47ead9de109b	2611	sao paulo	SP	2018-03-02	2018-05-03	3	7	935.00	133.57	0	2026-05-13 13:24:56.700
1497	79b93a308a97792cf53ac75f46da00b5	22420	rio de janeiro	RJ	2017-07-23	2017-07-23	1	1	99.90	99.90	0	2026-05-13 13:24:56.700
1498	79ebd9a61bac3eaf882805ed4ecfa12a	85802	cascavel	PR	2017-10-10	2018-08-18	136	143	15092.79	105.54	0	2026-05-13 13:24:56.700
1499	79ed755314cfe6df0daef2c6cd3022cd	13503	rio claro	SP	2017-02-24	2018-08-08	23	25	3907.50	156.30	0	2026-05-13 13:24:56.700
1500	79ee721b6f766066a80264402548d359	17011	bauru	SP	2017-02-01	2017-02-13	2	2	538.00	269.00	0	2026-05-13 13:24:56.700
1501	7a073a40a9d3f1fee8bc45670ea1e909	86040	londrina	PR	2016-10-09	2016-10-09	1	1	95.00	95.00	0	2026-05-13 13:24:56.700
1502	7a188843479798ca813108fa7b959286	4276	sao paulo	SP	2017-11-20	2017-11-20	1	3	149.70	49.90	0	2026-05-13 13:24:56.700
1503	7a241947449cc45dbfda4f9d0798d9d0	37590	jacutinga	MG	2017-03-10	2018-08-09	62	72	8027.63	111.49	0	2026-05-13 13:24:56.700
1504	7a2d2949aea47fab95fd98d6c9f618b1	81350	curitiba	PR	2017-02-04	2018-06-25	11	12	1638.99	136.58	0	2026-05-13 13:24:56.700
1505	7a425d299613df3e613bcf9d2eaf5c49	22790	rio de janeiro	RJ	2017-11-09	2018-08-01	18	18	1218.80	67.71	0	2026-05-13 13:24:56.700
1506	7a67c85e85bb2ce8582c35f2203ad736	3426	sao paulo	SP	2017-01-27	2018-08-21	1160	1171	141745.53	121.05	1	2026-05-13 13:24:56.700
1507	7a704e63bb29c446869efde5d57524c8	85601	francisco beltrao	PR	2018-01-25	2018-01-25	1	1	94.49	94.49	0	2026-05-13 13:24:56.700
1508	7a91bf945c6fae0779f1c61ce97fe45c	26562	mesquita	RJ	2017-07-17	2017-11-20	5	5	799.50	159.90	0	2026-05-13 13:24:56.700
1509	7a9c12e235c36247c3c81f50d6ea9cea	9541	sao caetano do sul	SP	2017-03-31	2017-05-04	5	5	983.90	196.78	0	2026-05-13 13:24:56.700
1510	7aa4334be125fcdd2ba64b3180029f14	18500	laranjal paulista	SP	2017-02-28	2017-12-12	217	240	16234.81	67.65	0	2026-05-13 13:24:56.700
1511	7aa538dd6e114e503a2e6154ea352253	15807	catanduva	SP	2018-04-23	2018-08-17	5	5	1016.68	203.34	0	2026-05-13 13:24:56.700
1512	7ab0dd5487bab2dc835337b244f689fb	15013	sao jose do rio preto	SP	2017-04-05	2017-04-05	1	1	12.50	12.50	0	2026-05-13 13:24:56.700
1513	7ad32824caee82087b3e2e5f33b1bf32	14940	ibitinga	SP	2018-01-26	2018-08-27	151	184	22505.10	122.31	0	2026-05-13 13:24:56.700
1514	7ad41305e96a6cab8294cd65891e9a86	28810	rio bonito	SP	2018-06-05	2018-06-12	2	2	180.00	90.00	0	2026-05-13 13:24:56.700
1515	7adbd3210a7b3cc2235e225eef33574d	2544	sao paulo	SP	2018-08-11	2018-08-14	3	3	131.90	43.97	0	2026-05-13 13:24:56.700
1516	7ade73f1b9b4e965f9009a4c3a7e2c15	17051	bauru	SP	2018-04-13	2018-08-11	27	28	1880.30	67.15	0	2026-05-13 13:24:56.700
1517	7b07b3c7487f0ea825fc6df75abd658b	2016	sao paulo	SP	2017-01-25	2018-08-24	93	98	9731.85	99.30	0	2026-05-13 13:24:56.700
1518	7b0df942f46435babab05d49b744b2c4	12924	braganca paulista	SP	2017-02-03	2018-06-25	32	32	22600.63	706.27	0	2026-05-13 13:24:56.700
1519	7b1222c3624aa89b9558b50a2594188c	15041	sao jose do rio preto	SP	2017-02-18	2018-06-26	22	22	10103.52	459.25	0	2026-05-13 13:24:56.700
1520	7b3447b497e55af8c15fc7bd89d7b81a	8225	sao paulo	SP	2017-11-17	2017-11-17	1	1	49.90	49.90	0	2026-05-13 13:24:56.700
1521	7b3f6ce5c6c22e9b96e7581ebf0df6e1	13710	tambau	SP	2017-12-09	2017-12-09	1	1	29.80	29.80	0	2026-05-13 13:24:56.700
1522	7b7ed56ae755e2880f2b69632e839c1e	74230	goiania	GO	2018-08-07	2018-08-15	5	5	321.50	64.30	0	2026-05-13 13:24:56.700
1523	7b7f91e98f8c6def45a1407923304402	6154	osasco	SP	2018-04-15	2018-07-22	11	14	417.47	29.82	0	2026-05-13 13:24:56.700
1524	7b8e8ec35bad4b0ef7e3963650b0a87b	88705	tubarao	SC	2018-04-02	2018-07-26	5	5	2244.28	448.86	0	2026-05-13 13:24:56.700
1525	7b98de631987e26dd6d803490c43a13c	87900	loanda	PR	2018-05-22	2018-08-02	8	8	634.20	79.27	0	2026-05-13 13:24:56.700
1526	7bac63f6603d382cc8d0832eb6c100a8	5713	sao paulo	SP	2017-11-04	2018-08-03	19	19	7751.95	408.00	0	2026-05-13 13:24:56.700
1527	7bb8fac2913a6064ec412e583c6d8b4d	17017	bauru	SP	2018-02-02	2018-02-02	1	1	109.00	109.00	0	2026-05-13 13:24:56.700
1528	7bcd7c5f8631701474db233ccf1c094b	2047	sao paulo	SP	2017-04-14	2017-08-27	11	11	666.00	60.55	0	2026-05-13 13:24:56.700
1529	7c1fea10b5b006671d608b1d7c446ec4	18550	boituva	SP	2017-10-04	2018-06-13	14	14	423.60	30.26	0	2026-05-13 13:24:56.700
1530	7c4402417d51474d4d0cda9557340e40	9530	sao caetano do sul	SP	2017-05-08	2017-05-08	1	1	119.90	119.90	0	2026-05-13 13:24:56.700
1531	7c4618c82226628831613e95e9c22f44	18136	sao roque	SP	2017-12-14	2018-08-17	13	13	333.93	25.69	0	2026-05-13 13:24:56.700
1532	7c462184585ae80bd6e5774c62ce50f2	13086	campinas	SP	2018-05-07	2018-05-07	1	2	60.00	30.00	0	2026-05-13 13:24:56.700
1533	7c4adcc13272c0e26fa23aac642adb7b	24725	sao goncalo	RJ	2018-01-28	2018-02-26	2	2	135.00	67.50	0	2026-05-13 13:24:56.700
1534	7c51de0ab286204ce75ff42bf7c10d92	88380	picarras	SC	2018-07-22	2018-08-12	4	4	759.00	189.75	0	2026-05-13 13:24:56.700
1535	7c5b05cbdb5542049f38d90d7815b97d	5201	sao paulo	SP	2018-04-28	2018-07-15	22	24	1038.96	43.29	0	2026-05-13 13:24:56.700
1536	7c67e1448b00f6e969d365cea6b010ab	8577	itaquaquecetuba	SP	2017-01-26	2018-08-07	982	1364	187923.89	137.77	1	2026-05-13 13:24:56.700
1537	7c9130f5f3729edd32aa059141d92484	17400	garca	SP	2018-06-20	2018-08-23	3	4	126.00	31.50	0	2026-05-13 13:24:56.700
1538	7caa63f175b1cecbfaadd8b5ab9998c7	2750	sao paulo	SP	2018-01-02	2018-06-10	2	2	39.80	19.90	0	2026-05-13 13:24:56.700
1539	7cb946b1ad19faebe28c3e86c2794ec3	35701	sete lagoas	MG	2017-11-16	2017-11-16	1	1	25.00	25.00	0	2026-05-13 13:24:56.700
1540	7cf4ea70955b00d6b3c22542598e2715	1125	sao paulo	SP	2018-07-19	2018-07-19	1	1	189.90	189.90	0	2026-05-13 13:24:56.700
1541	7d13fca15225358621be4086e1eb0964	14050	ribeirao preto	SP	2018-02-14	2018-08-25	565	578	113628.97	196.59	1	2026-05-13 13:24:56.700
1542	7d294cf9a6a69dc6a0c3e540fff0e039	88390	barra velha	SC	2018-05-06	2018-08-01	5	5	257.25	51.45	0	2026-05-13 13:24:56.700
1543	7d456afc660226829370f3173d14520c	8820	mogi das cruzes	SP	2016-10-06	2018-08-21	56	91	8338.25	91.63	0	2026-05-13 13:24:56.700
1544	7d484ca289afaac6bf5fc6a1e96d2226	79104	campo grande	MS	2018-08-05	2018-08-17	2	2	183.20	91.60	0	2026-05-13 13:24:56.700
1545	7d76b645482be4a332374e8223836592	1511	sao paulo	SP	2017-07-27	2018-08-14	176	187	3843.93	20.56	0	2026-05-13 13:24:56.700
1546	7d7866a99a8656a42c7ff6352a433410	1320	sao paulo	SP	2018-07-10	2018-08-29	5	5	147.89	29.58	0	2026-05-13 13:24:56.700
1547	7d7d2b7a51328016102d4528c411d630	14940	ibitinga	SP	2018-04-07	2018-08-18	7	7	918.80	131.26	0	2026-05-13 13:24:56.700
1548	7d81e74a4755b552267cd5e081563028	4735	sao paulo	SP	2018-08-20	2018-08-20	1	1	32.50	32.50	0	2026-05-13 13:24:56.700
1549	7d948535954aaf8c5d39db007f74372e	11442	guaruja	SP	2017-07-02	2018-04-08	4	4	194.00	48.50	0	2026-05-13 13:24:56.700
1550	7daca0837f033a41a6f3428c18657533	15170	tanabi	SP	2018-04-19	2018-06-10	7	7	1228.98	175.57	0	2026-05-13 13:24:56.700
1551	7dc8c42cc750eeafea6c85712ffee9bf	5424	sao paulo	SP	2016-10-07	2018-08-28	41	50	6409.68	128.19	0	2026-05-13 13:24:56.700
1552	7dc9a3355bae96dd82008b313d3a456c	36213	dores de campos	MG	2018-06-20	2018-06-20	1	1	899.00	899.00	0	2026-05-13 13:24:56.700
1553	7ddcbb64b5bc1ef36ca8c151f6ec77df	4403	sao paulo	SP	2017-07-19	2018-06-17	334	343	55578.57	162.04	0	2026-05-13 13:24:56.700
1554	7dea6f73af847b42cc3985bd620f994d	85813	cascavel	PR	2018-08-04	2018-08-24	2	2	324.00	162.00	0	2026-05-13 13:24:56.700
1555	7df1fc11cc5cbc518b39faa60cf5d67c	79112	campo grande	MS	2018-04-14	2018-07-24	5	5	1037.60	207.52	0	2026-05-13 13:24:56.700
1556	7e1fb0a3ebfb01ffb3a7dae98bf3238d	14403	franca	SP	2017-02-04	2018-08-23	159	174	27349.53	157.18	0	2026-05-13 13:24:56.700
1557	7e26c750b4cb9f6766f58265ff9ebe95	30270	belo horizonte	MG	2017-02-03	2017-10-13	23	27	1344.30	49.79	0	2026-05-13 13:24:56.700
1558	7e3dde9ffba72d5340f9aaf09b4424be	86185	cambe	PR	2017-08-29	2017-08-29	1	1	220.00	220.00	0	2026-05-13 13:24:56.700
1559	7e3f87d16fb353f408d467e74fbd8014	4809	sao paulo	SP	2017-06-29	2018-08-26	92	94	4754.99	50.59	0	2026-05-13 13:24:56.700
1560	7e79d65b5c6f1f544b7daea036acf720	9572	sao caetano do sul	SP	2017-06-14	2017-10-24	4	4	517.80	129.45	0	2026-05-13 13:24:56.700
1561	7e93a43ef30c4f03f38b393420bc753a	6429	barueri	SP	2016-10-08	2018-07-13	336	340	176431.87	518.92	1	2026-05-13 13:24:56.700
1562	7e959205cebc10adefcb331f934238a4	1223	sao paulo	SP	2017-02-10	2017-02-25	2	2	513.90	256.95	0	2026-05-13 13:24:56.700
1563	7ea5bfa6c340f58f8e71fc1f0412b0d6	30180	belo horizonte	MG	2017-11-20	2018-08-11	98	104	11002.89	105.80	0	2026-05-13 13:24:56.700
1564	7ecd59e5e20407131822c1a68ac59c1f	70719	brasilia	DF	2017-11-29	2018-08-03	24	29	1466.71	50.58	0	2026-05-13 13:24:56.700
1565	7ecef8194babfec876ca720714327841	13041	campinas	SP	2017-10-15	2018-07-20	7	8	990.50	123.81	0	2026-05-13 13:24:56.700
1566	7f02656561b680def9986c0795a8a080	1417	sao paulo	SP	2017-08-18	2017-09-22	2	2	84.00	42.00	0	2026-05-13 13:24:56.700
1567	7f152321c60a266edc53af1925ef96c1	88801	criciuma	SC	2017-08-29	2018-08-02	20	20	3919.80	195.99	0	2026-05-13 13:24:56.700
1568	7f2617c58d5d06806987308b45654351	4571	sao paulo	SP	2017-04-12	2018-06-21	22	23	3656.80	158.99	0	2026-05-13 13:24:56.700
1569	7f35f9daf223da737b78738fbae4d977	13272	valinhos	SP	2018-06-18	2018-07-04	5	5	252.00	50.40	0	2026-05-13 13:24:56.700
1570	7f40d06aa0b5f1aa4f41af8c0480e2ef	13506	rio claro	SP	2018-08-09	2018-08-27	6	6	1309.94	218.32	0	2026-05-13 13:24:56.700
1571	7f5e4d5efad7e44b91115dd1decb65f3	12306	jacarei / sao paulo	SP	2018-05-07	2018-07-29	3	9	179.90	19.99	0	2026-05-13 13:24:56.700
1572	7f7b8245c336066a1f9933c359f11d77	13800	mogi mirim	SP	2018-04-11	2018-08-17	38	43	2094.36	48.71	0	2026-05-13 13:24:56.700
1573	7fc87cc3e89b3d1d5cabdca32f8485aa	7123	guarulhos	SP	2018-05-02	2018-08-02	14	14	2153.90	153.85	0	2026-05-13 13:24:56.700
1574	7fdb0720c8d7c9075538b365dc8c3a22	85904	toledo	PR	2018-04-21	2018-07-22	9	10	1804.00	180.40	0	2026-05-13 13:24:56.700
1575	7fe21dd00d2f4943ae09525efa2fd674	20551	rio de janeiro	RJ	2017-04-22	2017-08-06	4	4	299.60	74.90	0	2026-05-13 13:24:56.700
1576	7ff588a03c2aeae4fbd23f9ae64b760d	7183	guarulhos	SP	2018-06-06	2018-08-26	14	16	1182.20	73.89	0	2026-05-13 13:24:56.700
1577	800214c63934acd05d47e84214db8ba8	89251	jaragua do sul	SC	2017-03-31	2017-05-15	4	4	259.60	64.90	0	2026-05-13 13:24:56.700
1578	80146bc52c4f6af5239b23de2a20262b	6753	taboao da serra	SP	2017-02-24	2017-02-24	1	2	27.10	13.55	0	2026-05-13 13:24:56.700
1579	804287717b9156fb7a787acd9af4fac1	87030	maringa	PR	2017-06-07	2017-06-07	1	1	18.80	18.80	0	2026-05-13 13:24:56.700
1580	8060d731897e33b5c5ae575ce1e209e1	89052	blumenau	SP	2018-05-07	2018-07-14	5	5	199.50	39.90	0	2026-05-13 13:24:56.700
1581	808d4348b916efa08e766ebad39f61eb	2336	sao paulo	SP	2018-07-07	2018-08-22	21	21	731.10	34.81	0	2026-05-13 13:24:56.700
1582	8090490573c6c0aa343a7231ebcb8c86	4130	sao paulo - sp	SP	2017-09-01	2018-08-16	26	26	3871.12	148.89	0	2026-05-13 13:24:56.700
1583	809413606dbfe5deefd2db646693ef67	4602	sao paulo	SP	2017-11-05	2018-05-06	3	5	196.68	39.34	0	2026-05-13 13:24:56.700
1584	80ceebb4ee9b31afb6c6a916a574a1e2	86026	londrina	PR	2018-07-25	2018-07-25	1	1	6729.00	6729.00	0	2026-05-13 13:24:56.700
1585	80cfd480be3eb6d6267139f5cb793555	8223	sao paulo	SP	2017-03-10	2017-03-10	1	1	99.90	99.90	0	2026-05-13 13:24:56.700
1586	80e6699fe29150b372a0c8a1ebf7dcc8	83323	pinhais	PR	2016-10-10	2018-05-13	98	100	11441.56	114.42	0	2026-05-13 13:24:56.700
1587	80f2cf9abf6b5a0e5c612b5eea6646e6	15046	sao jose do rio preto	SP	2018-04-05	2018-07-21	7	7	766.08	109.44	0	2026-05-13 13:24:56.700
1588	8132b9bd16876e1b0f8808d43825dd48	88058	florianopolis	SC	2017-05-05	2017-07-24	2	3	727.90	242.63	0	2026-05-13 13:24:56.700
1589	813348c996469b40f2e028d5429d3495	13206	jundiai	SP	2017-05-01	2018-04-24	179	202	11205.83	55.47	0	2026-05-13 13:24:56.700
1590	81336a0f57a33776419727a300249e90	13560	sao carlos	SP	2017-07-19	2018-04-22	16	19	1374.85	72.36	0	2026-05-13 13:24:56.700
1591	8160255418d5aaa7dbdc9f4c64ebda44	14940	ibitinga	SP	2017-10-09	2018-08-20	385	431	47017.69	109.09	0	2026-05-13 13:24:56.700
1592	817245bcc3badd82bbd222e0366951a6	17056	bauru	SP	2017-11-14	2018-07-17	29	45	5580.50	124.01	0	2026-05-13 13:24:56.700
1593	81783131d2a97c8d44d406a4be81b5d9	18015	sorocaba	SP	2018-07-27	2018-08-15	13	15	1782.54	118.84	0	2026-05-13 13:24:56.700
1594	817f85dbb65aa3e70831d90fe75cdf89	18530	tiete	SP	2016-10-03	2017-03-15	11	11	1552.27	141.12	0	2026-05-13 13:24:56.700
1595	8185694b58b2ba6de20fd41ae608bbea	6764	tabao da serra	SP	2018-03-10	2018-08-11	8	8	1372.30	171.54	0	2026-05-13 13:24:56.700
1596	818d28f936e791926d33bcb6ee94ef79	4141	sao paulo	SP	2017-02-09	2017-05-24	5	5	139.50	27.90	0	2026-05-13 13:24:56.700
1597	81a1104df0f08b59c68aa5b03cfe398e	83020	sao jose dos pinhais	PR	2017-05-21	2018-04-16	73	73	9420.88	129.05	0	2026-05-13 13:24:56.700
1598	81ed90f07c0bacb7594940ba2ef676aa	35500	divinopolis	MG	2017-10-25	2017-11-11	2	2	223.90	111.95	0	2026-05-13 13:24:56.700
1599	81f89e42267213cb94da7ddc301651da	19063	presidente prudente	SP	2018-08-08	2018-08-27	46	52	3955.00	76.06	0	2026-05-13 13:24:56.700
1600	820c7c9eaf76d2b226b6c242bcf3f34d	4756	sao paulo	SP	2017-01-30	2017-01-30	1	1	559.00	559.00	0	2026-05-13 13:24:56.700
1601	820cc752a266cdc6c1a1e61dd4583330	87050	maringa	PR	2017-01-31	2018-04-27	15	15	2802.80	186.85	0	2026-05-13 13:24:56.700
1602	821fb029fc6e495ca4f08a35d51e53a5	2030	sao paulo	SP	2018-01-21	2018-08-15	28	29	19187.42	661.64	0	2026-05-13 13:24:56.700
