order_item_sk	order_id	order_item_id	order_sk	customer_sk	product_sk	seller_sk	purchase_date_sk	shipping_limit_date_sk	item_price	freight_value	total_item_value	is_freight_free	high_value_item_flag	dwh_create_date
41499	5fd71cc4eb69ae6f65ac3acfcbc17ab5	1	36621	79949	26859	2669	20180318	20180322	79.90	18.44	98.34	0	0	2026-05-13 13:55:12.650
41500	5fd7343c3fa3940bd6fb6145c38382ff	1	36622	4501	19743	882	20170228	20170307	89.90	11.24	101.14	0	0	2026-05-13 13:55:12.650
41501	5fd8e536596df0210d3e483288529070	1	36623	20609	30690	74	20180111	20180117	139.84	18.23	158.07	0	0	2026-05-13 13:55:12.650
41502	5fd99401d1c6e62d94afee10a1820622	1	36624	4932	28829	1639	20180304	20180308	139.00	15.73	154.73	0	0	2026-05-13 13:55:12.650
41503	5fd9a69139ba87e71880fd5936171fe9	1	36625	56306	2961	1553	20171028	20171103	146.99	21.52	168.51	0	0	2026-05-13 13:55:12.650
41504	5fd9fce5ad52aeebd4a05717b2990ca4	1	36626	32655	5648	1819	20180629	20180705	59.99	14.73	74.72	0	0	2026-05-13 13:55:12.650
41505	5fda248f43023d5528e3a28e886f9b8e	1	36627	12427	27828	55	20170915	20170921	21.90	15.11	37.01	0	0	2026-05-13 13:55:12.650
41506	5fdab414c63ae3857866968ef3104328	1	36628	55931	11772	2594	20180623	20180627	24.12	20.12	44.24	0	0	2026-05-13 13:55:12.650
41507	5fdb25268d3028c4872e585c474d0f9f	1	36629	48398	10132	3025	20180210	20180215	858.90	13.27	872.17	0	1	2026-05-13 13:55:12.650
41508	5fdc02dc3168e654320805d1fb31fee7	1	36630	38358	24261	1709	20171109	20171116	125.00	16.63	141.63	0	0	2026-05-13 13:55:12.650
41509	5fdc1bf5ee308d53a4d93be57828c888	1	36631	92100	22659	887	20170213	20170217	279.00	19.38	298.38	0	0	2026-05-13 13:55:12.650
41510	5fdcee361d689906697597a4415711b2	1	36632	32740	5693	2482	20171214	20171226	89.99	9.44	99.43	0	0	2026-05-13 13:55:12.650
41511	5fdd5b25e739dbf9a0a25e518836420b	1	36633	17601	32471	285	20180708	20180710	23.99	12.83	36.82	0	0	2026-05-13 13:55:12.650
41512	5fdf877402c5fd87596c00099933005c	1	36634	57020	2580	1035	20170219	20170223	89.90	15.84	105.74	0	0	2026-05-13 13:55:12.650
41513	5fdfdf9c7e10eb512c9ba20fdf28e632	1	36635	73123	9979	574	20180110	20180116	89.99	13.65	103.64	0	0	2026-05-13 13:55:12.650
41514	5fe019f7d1eaebdb3da79811a3bcd58d	1	36636	23370	4729	732	20180730	20180803	49.90	18.45	68.35	0	0	2026-05-13 13:55:12.650
41515	5fe0491bbf2891e0f240aee0fa0332a1	1	36637	73304	10499	285	20180108	20180112	39.99	16.11	56.10	0	0	2026-05-13 13:55:12.650
41516	5fe18112061d552a439bf8a33e638468	1	36638	79762	31153	258	20180227	20180305	54.90	15.13	70.03	0	0	2026-05-13 13:55:12.650
41517	5fe1e6d0ef84cf34adf79cdc569a3b72	1	36639	34595	16188	1709	20180206	20180212	13.65	15.10	28.75	0	0	2026-05-13 13:55:12.650
41518	5fe2df2e3a6df134feba908c1ae1a63d	1	36640	11475	12445	1506	20170427	20170504	129.99	17.65	147.64	0	0	2026-05-13 13:55:12.650
41519	5fe3264defad0362e5f017bda3404062	1	36641	71970	17015	353	20170923	20171004	16.00	14.10	30.10	0	0	2026-05-13 13:55:12.650
41520	5fe3dbcaf7a5fd778212b6dcf650db26	1	36642	50988	16268	1769	20171110	20171117	49.90	12.69	62.59	0	0	2026-05-13 13:55:12.650
41521	5fe46d14177744ae2180101ce19bb414	1	36643	73562	21879	564	20161007	20161011	18.90	22.28	41.18	0	0	2026-05-13 13:55:12.650
41522	5fe5d71d980a06a81a0f27c614ddf0a4	1	36644	2278	18689	1236	20180725	20180727	55.00	19.30	74.30	0	0	2026-05-13 13:55:12.650
41523	5fe6f70927bdb4accb737c56c5602f4e	1	36645	53285	24799	1883	20171009	20171016	179.50	15.01	194.51	0	0	2026-05-13 13:55:12.650
41524	5fe6f70927bdb4accb737c56c5602f4e	2	36645	53285	24799	1883	20171009	20171016	179.50	15.01	194.51	0	0	2026-05-13 13:55:12.650
41525	5fe8c7141808af2ac47d98ff8a006ac5	1	36646	93059	4822	1681	20180202	20180212	109.38	15.52	124.90	0	0	2026-05-13 13:55:12.650
41526	5fe9874b96028c851e35c1c28aede4c2	1	36647	2409	30217	1536	20180114	20180126	149.99	17.78	167.77	0	0	2026-05-13 13:55:12.650
41527	5fea3cccea637c7c3b04bc1d92089486	1	36648	66633	13768	1375	20180409	20180416	45.00	18.23	63.23	0	0	2026-05-13 13:55:12.650
41528	5fec03fce725fff481779aff4be805d8	1	36649	378	12785	475	20180804	20180808	48.60	12.12	60.72	0	0	2026-05-13 13:55:12.650
41529	5fec03fce725fff481779aff4be805d8	2	36649	378	32223	475	20180804	20180808	48.28	12.12	60.40	0	0	2026-05-13 13:55:12.650
41530	5fec03fce725fff481779aff4be805d8	3	36649	378	23032	421	20180804	20180810	74.90	30.29	105.19	0	0	2026-05-13 13:55:12.650
41531	5fec115c600fe034468960bd0cc6d253	1	36650	23715	31145	653	20170921	20170929	148.00	14.64	162.64	0	0	2026-05-13 13:55:12.650
41532	5fec12a84d3f675f75b06a54e54d6b04	1	36651	15487	20578	1498	20180202	20180208	99.90	7.33	107.23	0	0	2026-05-13 13:55:12.650
41533	5fec12a84d3f675f75b06a54e54d6b04	2	36651	15487	15682	26	20180202	20180208	99.90	73.28	173.18	0	0	2026-05-13 13:55:12.650
41534	5fed29bc3234f8a50dcdafe6754b62ce	1	36652	36896	9852	2958	20170530	20170605	159.90	12.62	172.52	0	0	2026-05-13 13:55:12.650
41535	5feda22f5993ff2f018a89e2caa8a336	1	36653	50613	26315	2888	20180513	20180517	119.90	15.72	135.62	0	0	2026-05-13 13:55:12.650
41536	5feeb22d03c193159f3e223c2a87e745	1	36654	79122	26439	2630	20180709	20180713	150.82	8.32	159.14	0	0	2026-05-13 13:55:12.650
41537	5feed08e8f66735ba71592e68d15a602	1	36655	76964	31917	83	20171029	20171103	89.90	15.39	105.29	0	0	2026-05-13 13:55:12.650
41538	5fefa018b496e8145dfd56ae7320e222	1	36656	10060	28747	767	20171113	20171120	274.99	10.49	285.48	0	0	2026-05-13 13:55:12.650
41539	5ff05cd5557e3cc10ba2ef800f2b8da6	1	36657	36842	32038	2471	20170510	20170606	269.99	27.17	297.16	0	0	2026-05-13 13:55:12.650
41540	5ff137f6691adb19932f45cced2cdc80	1	36658	15115	3743	293	20180717	20180720	78.99	17.68	96.67	0	0	2026-05-13 13:55:12.650
41541	5ff4c9b40ca89e41de1f71a26d088921	1	36659	69816	4364	840	20170519	20170524	26.90	9.27	36.17	0	0	2026-05-13 13:55:12.650
41542	5ff620977c1907f6694bbbbc716cf0d3	1	36660	93414	4275	2482	20171124	20171205	56.99	8.72	65.71	0	0	2026-05-13 13:55:12.650
41543	5ff6b1218c59006ad453dc0f33c70ec2	1	36661	41813	9737	2768	20170617	20170622	61.80	16.68	78.48	0	0	2026-05-13 13:55:12.650
41544	5ff6b97d147ddae53ab72fcabecf8103	1	36662	15547	13701	903	20171130	20171206	155.00	12.59	167.59	0	0	2026-05-13 13:55:12.650
41545	5ff78652a040431e007c9349249d3503	1	36663	17142	654	2075	20180422	20180426	369.00	17.46	386.46	0	0	2026-05-13 13:55:12.650
41546	5ff8bece1ba3adcb585b884358bb9917	1	36664	71245	20049	2957	20180806	20180814	6.90	7.39	14.29	0	0	2026-05-13 13:55:12.650
41547	5ff96c15d0b717ac6ad1f3d77225a350	1	36665	84042	2193	293	20180725	20180727	19.90	12.80	32.70	0	0	2026-05-13 13:55:12.650
41548	5ff9ebf728452fa38327107ff79df804	1	36666	10916	11275	2601	20180427	20180511	29.00	18.23	47.23	0	0	2026-05-13 13:55:12.650
41549	5ff9ebf728452fa38327107ff79df804	2	36666	10916	11275	2601	20180427	20180511	29.00	18.23	47.23	0	0	2026-05-13 13:55:12.650
41550	5ffbbd67f14392efe8fd533d38cd1338	1	36667	40635	3359	1370	20170127	20170131	103.99	9.50	113.49	0	0	2026-05-13 13:55:12.650
41551	5ffbbd67f14392efe8fd533d38cd1338	2	36667	40635	3359	1370	20170127	20170131	103.99	9.50	113.49	0	0	2026-05-13 13:55:12.650
41552	5ffc7455c07cb79260d36024277e417a	1	36668	32786	24213	397	20170206	20170210	32.99	16.05	49.04	0	0	2026-05-13 13:55:12.650
41553	5ffd6a2fc18f65496eca65629db6eba6	1	36669	78241	32509	732	20171218	20171222	125.00	13.89	138.89	0	0	2026-05-13 13:55:12.650
41554	5ffe81e9175008222d385b418ef51a6d	1	36670	78676	31700	739	20170926	20171002	49.90	17.92	67.82	0	0	2026-05-13 13:55:12.650
41555	5ffeee9d677333ddef6ef0db3aaf50e9	1	36671	50198	20164	2565	20180715	20180718	89.90	13.29	103.19	0	0	2026-05-13 13:55:12.650
41556	5ffef190f82ef1609e36ce56abdde5e9	1	36672	89016	31807	1641	20170928	20171018	31.90	16.79	48.69	0	0	2026-05-13 13:55:12.650
41557	5ffef190f82ef1609e36ce56abdde5e9	2	36672	89016	31807	1641	20170928	20171018	31.90	16.79	48.69	0	0	2026-05-13 13:55:12.650
41558	5fff1e31dcee73af47628c1a40edb24d	1	36673	15077	11407	732	20171021	20171027	29.90	12.69	42.59	0	0	2026-05-13 13:55:12.650
41559	60010855666a66aea041b24e231cbf12	1	36674	4336	10894	858	20180317	20180322	269.00	14.32	283.32	0	0	2026-05-13 13:55:12.650
41560	6001610df104b259c270c49af4b093b8	1	36675	24796	117	2819	20180721	20180726	13.49	7.87	21.36	0	0	2026-05-13 13:55:12.650
41561	60022778f5467e9ba090ac42f6739e90	1	36676	61406	29257	1385	20180215	20180221	29.90	14.10	44.00	0	0	2026-05-13 13:55:12.650
41562	6002f1429927599498f346578f57af4b	1	36677	65746	18893	2486	20170307	20170321	50.90	15.57	66.47	0	0	2026-05-13 13:55:12.650
41563	6002f27b7795af4f2bd4da90aca5a958	1	36678	71652	18398	1536	20180531	20180618	179.90	39.46	219.36	0	0	2026-05-13 13:55:12.650
41564	6002f6fd11937a1461a6c4780232191e	1	36679	43180	10841	369	20170918	20170926	59.90	17.67	77.57	0	0	2026-05-13 13:55:12.650
41565	6002f6fd11937a1461a6c4780232191e	2	36679	43180	10841	369	20170918	20170926	59.90	17.67	77.57	0	0	2026-05-13 13:55:12.650
41566	6002f6fd11937a1461a6c4780232191e	3	36679	43180	10841	369	20170918	20170926	59.90	17.67	77.57	0	0	2026-05-13 13:55:12.650
41567	6003757adfc0188f4685e56a3b0084a5	1	36680	88987	19802	803	20170826	20170831	139.90	15.73	155.63	0	0	2026-05-13 13:55:12.650
41568	600455cc1d96a23334c5a7d6eea38bd9	1	36681	78799	29146	2	20170614	20170622	112.00	44.86	156.86	0	0	2026-05-13 13:55:12.650
41569	6004599e0ca050d5d2e6b6cc27616061	1	36682	72195	7768	2914	20180604	20180614	95.20	18.60	113.80	0	0	2026-05-13 13:55:12.650
41570	60058a96e9d74aba1c66b86edbd0535e	1	36683	76965	9342	1879	20171112	20171120	79.90	27.10	107.00	0	0	2026-05-13 13:55:12.650
41571	60058e743955ad0595c97a485d1737f8	1	36684	74512	31519	1268	20180531	20180608	289.00	98.70	387.70	0	0	2026-05-13 13:55:12.650
41572	6005e16820f20784bf25d26f7a60af40	1	36685	67508	20476	2448	20180802	20180809	71.00	8.66	79.66	0	0	2026-05-13 13:55:12.650
41573	60064a8ef6cf5a49ed3b7edbc7fd9eb6	1	36686	57649	10006	1559	20180304	20180308	41.90	25.63	67.53	0	0	2026-05-13 13:55:12.650
41574	6006d946799bcba9a9fd13e50c442213	1	36687	64415	7365	369	20171130	20171206	59.00	17.66	76.66	0	0	2026-05-13 13:55:12.650
41575	6006d946799bcba9a9fd13e50c442213	2	36687	64415	7365	369	20171130	20171206	59.00	17.66	76.66	0	0	2026-05-13 13:55:12.650
41576	6007efb03b652fb947155d0dd1001098	1	36688	84248	156	330	20180307	20180321	299.90	16.95	316.85	0	0	2026-05-13 13:55:12.650
41577	6007efb03b652fb947155d0dd1001098	2	36688	84248	156	330	20180307	20180321	299.90	16.95	316.85	0	0	2026-05-13 13:55:12.650
41578	6007f653ed368c140327fb6e59aa523c	1	36689	84658	30299	1938	20180814	20180821	89.00	13.28	102.28	0	0	2026-05-13 13:55:12.650
41579	60083e3e8bf6182f3fb99b7a19203f45	1	36690	28229	11443	1825	20180306	20180313	45.00	10.09	55.09	0	0	2026-05-13 13:55:12.650
41580	6009e92e3138b7db82c677226459416a	1	36691	35314	8614	369	20170913	20170920	59.90	17.67	77.57	0	0	2026-05-13 13:55:12.650
41581	600a1cc5fe241900d619ca1ee2f3be2a	1	36692	16527	27170	133	20180511	20180518	29.90	12.79	42.69	0	0	2026-05-13 13:55:12.650
41582	600ad056fd4fece16dcfaf524b4b9eee	1	36693	81976	3028	2768	20180215	20180221	89.18	9.44	98.62	0	0	2026-05-13 13:55:12.650
41583	600b6a5fc944f990a4163f99a9fa69c4	1	36694	18556	8869	48	20180302	20180307	535.90	18.50	554.40	0	1	2026-05-13 13:55:12.650
41584	600c05aa649cdbeaaf763a60cd0a12cf	1	36695	86832	17533	3027	20170719	20170725	44.90	7.78	52.68	0	0	2026-05-13 13:55:12.650
41585	600d041553eb72147b8e475e08156864	1	36696	40214	6451	495	20180409	20180413	135.00	27.03	162.03	0	0	2026-05-13 13:55:12.650
41586	600da00a0c6505a2831ecb9b7ca18c7e	1	36697	35156	23191	2310	20180507	20180511	339.00	21.34	360.34	0	0	2026-05-13 13:55:12.650
41587	600de99ec627d5804e89a86f8bde241d	1	36698	92080	31523	820	20171118	20171123	395.00	70.23	465.23	0	0	2026-05-13 13:55:12.650
41588	600f11f2924877daf80111221c047491	1	36699	57000	10180	1398	20170927	20171006	29.90	15.10	45.00	0	0	2026-05-13 13:55:12.650
41589	600f8e805d1ed7fb72f4f33e3ea812fe	1	36700	45730	28824	2078	20171127	20171201	120.90	59.86	180.76	0	0	2026-05-13 13:55:12.650
41590	6010e18fb4f51bda7cdf59826fb9157e	1	36701	31136	18026	1556	20180125	20180131	150.00	12.55	162.55	0	0	2026-05-13 13:55:12.650
41591	6011382a54da3024a3e9650faa1b5e2a	1	36702	22408	1069	609	20180331	20180409	115.00	16.78	131.78	0	0	2026-05-13 13:55:12.650
41592	60114243c9bedbdafe9bc312bd608936	1	36703	21286	28333	2819	20171222	20171229	139.56	8.72	148.28	0	0	2026-05-13 13:55:12.650
41593	6012c4f6717daddf50ae413224098301	1	36704	52400	12275	3089	20180709	20180712	75.00	16.72	91.72	0	0	2026-05-13 13:55:12.650
41594	601316c0f92a0da733702a7b89304189	1	36705	5866	20747	1090	20180806	20180808	12.90	15.23	28.13	0	0	2026-05-13 13:55:12.650
41595	6014de3ed0a310e59ac664e276af54eb	1	36706	26564	31161	1695	20170305	20170313	29.99	14.11	44.10	0	0	2026-05-13 13:55:12.650
41596	6016370c0d4a0da9c57394f85d9d11d6	1	36707	79388	2795	2482	20171103	20171114	23.99	14.10	38.09	0	0	2026-05-13 13:55:12.650
41597	6017d921a03cc5fa25cae72a855914b5	1	36708	19818	17787	1736	20180614	20180618	53.99	20.65	74.64	0	0	2026-05-13 13:55:12.650
41598	60180f4646c22066c948bddfa24cb0c7	1	36709	87335	11443	1825	20180106	20180111	45.00	9.34	54.34	0	0	2026-05-13 13:55:12.650
41599	6018f6695e8318eab8f064a5700cb59a	1	36710	3714	18051	2431	20180425	20180502	229.90	29.92	259.82	0	0	2026-05-13 13:55:12.650
41600	601aeff176a15b40925c874c87b0cc16	1	36711	43584	24136	2482	20170812	20170818	56.99	11.90	68.89	0	0	2026-05-13 13:55:12.650
41601	601d101f152fdff51e7ee9d43af78d06	1	36712	18425	10332	2551	20180814	20180817	138.52	22.99	161.51	0	0	2026-05-13 13:55:12.650
41602	601d20f33163e575f4eb9704e3730c1a	1	36713	47455	17545	552	20180705	20180712	69.00	12.78	81.78	0	0	2026-05-13 13:55:12.650
41603	601e15e212cb33919e0444d6f0d776e0	1	36714	71492	1415	286	20170912	20170918	28.90	16.11	45.01	0	0	2026-05-13 13:55:12.650
41604	601f50b489700f94b4495812a8b09b57	1	36715	94354	15645	3025	20180311	20180315	299.90	20.79	320.69	0	0	2026-05-13 13:55:12.650
41605	601fb7b5c950f370e9b7fa94529b8880	1	36716	87599	8998	2660	20180705	20180709	399.00	63.07	462.07	0	0	2026-05-13 13:55:12.650
41606	60218eecf87eaeb58657769f328f2726	1	36717	58499	32889	2366	20170903	20170912	119.90	16.60	136.50	0	0	2026-05-13 13:55:12.650
41607	6021e72cbaae84fabb1a8d6908d2e407	1	36718	91955	25585	653	20170822	20170830	205.00	22.27	227.27	0	0	2026-05-13 13:55:12.650
41608	6022868452d819974c3e98f769a70944	1	36719	51100	25792	2486	20170815	20170822	51.92	16.12	68.04	0	0	2026-05-13 13:55:12.650
41609	60229238a1d7386617d6f8352e246cbf	1	36720	20226	29783	3065	20170719	20170725	179.00	15.00	194.00	0	0	2026-05-13 13:55:12.650
41610	6023c91a14d68c5adb556a5dbd2e0f84	1	36721	48571	29559	2549	20180731	20180808	31.90	33.80	65.70	0	0	2026-05-13 13:55:12.650
41611	60243a953c19e3606e7757264ea2ad3e	1	36722	1213	19743	882	20170709	20170713	89.90	12.13	102.03	0	0	2026-05-13 13:55:12.650
41612	6024ba74feaaac8884b2c5c9a8dce93b	1	36723	74292	30805	1549	20170903	20170911	47.00	15.10	62.10	0	0	2026-05-13 13:55:12.650
41613	602647a4fb63e41a0a30d3f71ac47c22	1	36725	11094	8614	369	20171124	20171130	49.00	28.79	77.79	0	0	2026-05-13 13:55:12.650
41614	6026ab778a91a44d6099fd3734dfb44a	1	36726	61003	20090	2809	20171121	20171129	89.90	12.76	102.66	0	0	2026-05-13 13:55:12.650
41615	6026f1c6e0ebe19412bc9283398a4610	1	36727	3228	28528	2228	20180719	20180725	163.99	67.74	231.73	0	0	2026-05-13 13:55:12.650
41616	6028bb741411d00137dc970152799c9a	1	36728	77166	31879	3006	20170705	20170713	52.90	15.12	68.02	0	0	2026-05-13 13:55:12.650
41617	602974d0aef1955c2ccfc90dd8c647a2	1	36729	49920	9857	1647	20180612	20180621	29.10	52.55	81.65	0	0	2026-05-13 13:55:12.650
41618	6029993caca02acb59d23ffc0f88604c	1	36730	20644	1005	1392	20180304	20180309	89.90	17.88	107.78	0	0	2026-05-13 13:55:12.650
41619	6029e6bd42b7734db7fa0f091ed018d3	1	36731	34803	32211	511	20170922	20170928	239.99	13.18	253.17	0	0	2026-05-13 13:55:12.650
41620	602a7458f2248260d368f81cd86377a8	1	36732	2212	11815	151	20171002	20171010	19.90	17.92	37.82	0	0	2026-05-13 13:55:12.650
41621	602a793bc5e2389ea3184fef278d8b0f	1	36733	16415	15328	2283	20180627	20180629	79.90	16.75	96.65	0	0	2026-05-13 13:55:12.650
41622	602c41bce7c56c79f81a7e7365451e0a	1	36734	25790	23447	2891	20170903	20170910	25.99	15.10	41.09	0	0	2026-05-13 13:55:12.650
41623	602ca7323a25474e4e1c94e5e0763fb8	1	36735	7976	21012	193	20180523	20180528	150.00	13.94	163.94	0	0	2026-05-13 13:55:12.650
41624	602cbc1dba09db685a591cda4cb07c56	1	36736	74943	9802	1236	20170527	20170601	55.00	7.78	62.78	0	0	2026-05-13 13:55:12.650
41625	602fd0f12980f5a92b67acc19187fb87	1	36737	91912	16479	1593	20180815	20180817	66.41	10.00	76.41	0	0	2026-05-13 13:55:12.650
41626	602fd0f12980f5a92b67acc19187fb87	2	36737	91912	16479	1593	20180815	20180817	66.41	10.00	76.41	0	0	2026-05-13 13:55:12.650
41627	60301aefa80ed57de1c39335c519622c	1	36738	5036	17543	713	20180131	20180206	13.99	14.10	28.09	0	0	2026-05-13 13:55:12.650
41628	60301aefa80ed57de1c39335c519622c	2	36738	5036	17543	713	20180131	20180206	13.99	14.10	28.09	0	0	2026-05-13 13:55:12.650
41629	60301aefa80ed57de1c39335c519622c	3	36738	5036	17543	713	20180131	20180206	13.99	14.10	28.09	0	0	2026-05-13 13:55:12.650
41630	6030562117d20f7fd80843398b30eab9	1	36739	88926	31255	3025	20180422	20180426	168.90	16.06	184.96	0	0	2026-05-13 13:55:12.650
41631	6031ab00318c3f43e623b567c6073e32	1	36740	67304	6421	2908	20180618	20180627	59.99	16.61	76.60	0	0	2026-05-13 13:55:12.650
41632	6031b4a1dbafab99322d682f7d2070fa	1	36741	48550	19907	1591	20171230	20180109	105.90	13.76	119.66	0	0	2026-05-13 13:55:12.650
41633	6031c93a0f6704e27f6135d9efcd7f5a	1	36742	44465	32561	1545	20171014	20171019	29.90	11.85	41.75	0	0	2026-05-13 13:55:12.650
41634	60320e541a6e9dc0cb5919399543f905	1	36743	53456	11922	280	20180730	20180803	29.97	18.31	48.28	0	0	2026-05-13 13:55:12.650
41635	60323d5d6b118bf317d7bd5ac0dc9fae	1	36744	58158	12637	172	20180511	20180517	45.90	23.28	69.18	0	0	2026-05-13 13:55:12.650
41636	60326f680976abc2782f4c5dfb522c4f	1	36745	61591	28886	528	20180320	20180328	34.90	16.32	51.22	0	0	2026-05-13 13:55:12.650
41637	603486ac402cf457884d615c5bb8971e	1	36746	4236	871	3047	20170525	20170601	39.90	12.48	52.38	0	0	2026-05-13 13:55:12.650
41638	603691890e2bc99b1ae66b9e7ecbe3d4	1	36747	88225	6857	2598	20180618	20180621	169.99	43.47	213.46	0	0	2026-05-13 13:55:12.650
41639	6036d4eca40644c890443b856040cb18	1	36748	44409	16188	1709	20180503	20180510	13.65	50.85	64.50	0	0	2026-05-13 13:55:12.650
41640	60370e827435d6cab7062f5852f15d80	1	36749	77649	4674	2891	20171205	20171211	25.99	7.78	33.77	0	0	2026-05-13 13:55:12.650
41641	60374093aa8d84de08b2c04a3eec89c4	1	36750	45608	18960	882	20171122	20171129	230.00	52.80	282.80	0	0	2026-05-13 13:55:12.650
41642	603a0efaa57d08690507c9492973822a	1	36751	87435	28737	1313	20180304	20180315	398.00	19.23	417.23	0	0	2026-05-13 13:55:12.650
41643	603a62e519fda3b31500e93d9d74da62	1	36752	72582	21815	1679	20170418	20170425	69.00	14.65	83.65	0	0	2026-05-13 13:55:12.650
41644	603abf924f26183ae2fd9c6b1fe23a80	1	36753	17176	7155	852	20180427	20180507	39.00	8.88	47.88	0	0	2026-05-13 13:55:12.650
41645	603b717dcdee8679723c6918ab5585ed	1	36754	43682	11966	61	20180613	20180615	175.99	16.33	192.32	0	0	2026-05-13 13:55:12.650
41646	603ce2ff199feacf630d9362b570e57f	1	36755	53559	17663	258	20180514	20180518	27.90	12.94	40.84	0	0	2026-05-13 13:55:12.650
41647	603ce42d77860afac6a70925449311d5	1	36756	81546	5933	1236	20171124	20171130	39.00	7.78	46.78	0	0	2026-05-13 13:55:12.650
41648	603ce42d77860afac6a70925449311d5	2	36756	81546	1150	1236	20171124	20171130	29.00	7.78	36.78	0	0	2026-05-13 13:55:12.650
41649	603d76b730c972775ccf2a910bf23490	1	36757	21093	182	2018	20180326	20180330	99.00	12.85	111.85	0	0	2026-05-13 13:55:12.650
41650	603d99954d45262efae58a9827c7f02a	1	36758	77141	27795	2837	20170902	20170912	19.99	15.10	35.09	0	0	2026-05-13 13:55:12.650
41651	603e15b90edc4dbafc68def34a24d4a7	1	36759	61382	9269	1199	20170203	20170207	59.90	16.12	76.02	0	0	2026-05-13 13:55:12.650
41652	603e8f221c6d0513efe14f9de8cf4fb6	1	36760	64101	12595	2482	20180414	20180419	79.99	17.20	97.19	0	0	2026-05-13 13:55:12.650
41653	603ed359003f9966416e844105537b03	1	36761	36418	30741	2543	20170303	20170309	89.99	15.74	105.73	0	0	2026-05-13 13:55:12.650
41654	603ed359003f9966416e844105537b03	2	36761	36418	30741	2543	20170303	20170309	89.99	15.74	105.73	0	0	2026-05-13 13:55:12.650
41655	603ed359003f9966416e844105537b03	3	36761	36418	30741	2543	20170303	20170309	89.99	15.74	105.73	0	0	2026-05-13 13:55:12.650
41656	60402252b419752cfe565a2a99f9cb55	1	36762	58088	20132	1709	20171227	20180103	12.30	21.15	33.45	0	0	2026-05-13 13:55:12.650
41657	60403cf93cb435af3ff040a1b5e65b3c	1	36763	91373	12099	2366	20180116	20180124	46.90	14.10	61.00	0	0	2026-05-13 13:55:12.650
41658	60411e99d7a03ab219097882e0a58118	1	36764	30635	15682	26	20171205	20171212	99.90	23.57	123.47	0	0	2026-05-13 13:55:12.650
41659	60411edb1eb2c9ba56050e67e811b160	1	36765	69965	12445	1506	20170603	20170608	129.99	18.16	148.15	0	0	2026-05-13 13:55:12.650
41660	6041616fca20babe9d45128ecc8d3b4a	1	36766	2711	23391	2688	20171017	20171023	69.99	12.83	82.82	0	0	2026-05-13 13:55:12.650
41661	6041df98b73499d7ab29fac08814665b	1	36767	55136	1415	1054	20171231	20180105	24.89	15.79	40.68	0	0	2026-05-13 13:55:12.650
41662	6042aab766ef2c352f7b2aae4e1f9290	1	36768	83572	10019	152	20170924	20170928	79.90	9.37	89.27	0	0	2026-05-13 13:55:12.650
41663	6042c0c3800159373b3343dd442c86bd	1	36769	62698	6253	1713	20180714	20180717	72.99	50.80	123.79	0	0	2026-05-13 13:55:12.650
41664	6042c94912de1e8f7188b5af282baa62	1	36770	80599	2617	2652	20170605	20170609	51.99	15.11	67.10	0	0	2026-05-13 13:55:12.650
41665	6045586df3b03485018e77a6a16bf689	1	36771	61218	27040	1955	20180318	20180322	129.00	78.54	207.54	0	0	2026-05-13 13:55:12.650
41666	60456855835ba53877a944c0ae15357f	1	36772	55680	2483	3074	20170817	20170823	37.40	11.73	49.13	0	0	2026-05-13 13:55:12.650
41667	6045e16eec7cff271b49029f6a84fb62	1	36773	11763	32442	101	20180425	20180502	179.49	17.23	196.72	0	0	2026-05-13 13:55:12.650
41668	604614c5012e0fbe1bc3f9b43aeca34f	1	36774	93645	17663	258	20180303	20180312	27.90	15.10	43.00	0	0	2026-05-13 13:55:12.650
41669	6046bc15c899ee2dd06d1a235f9f61c9	1	36775	59384	2348	78	20170828	20170901	69.90	13.51	83.41	0	0	2026-05-13 13:55:12.650
41670	6047b3a832a41b60705327fcd2644679	1	36776	88232	27850	2523	20170904	20170913	53.90	17.63	71.53	0	0	2026-05-13 13:55:12.650
41671	6048533001f5fce8b89fa52898d99047	1	36777	70250	21151	1292	20180721	20180724	49.90	51.07	100.97	0	0	2026-05-13 13:55:12.650
41672	6048965213d0e9e87381d8b78dc9f9fc	1	36778	60837	17463	732	20171101	20171108	79.00	13.57	92.57	0	0	2026-05-13 13:55:12.650
41673	604970dd9342c16efde4207c42f38f2d	1	36779	15174	4664	1799	20170611	20170619	16.50	14.10	30.60	0	0	2026-05-13 13:55:12.650
41674	60497e7e5e68a6c28a15eaafea0f1e94	1	36780	74432	31554	1355	20180301	20180307	39.90	14.10	54.00	0	0	2026-05-13 13:55:12.650
41675	60498cfabd11f25114990225793f3ea0	1	36781	65153	955	1097	20170903	20170912	109.99	15.53	125.52	0	0	2026-05-13 13:55:12.650
41676	6049ab061f1a014ee71d10cf04e045ef	1	36782	19055	29193	2063	20170714	20170720	38.50	15.10	53.60	0	0	2026-05-13 13:55:12.650
41677	604b550c04e61700ab7bcb2ac5b5ca53	1	36783	57086	3735	117	20171015	20171023	690.00	20.23	710.23	0	1	2026-05-13 13:55:12.650
41678	604cf9b703209b8e0f87284d5aa05313	1	36784	2942	15530	402	20170323	20170330	113.00	13.37	126.37	0	0	2026-05-13 13:55:12.650
41679	604d4cba9e93715603dd7bef8085766d	1	36785	32555	22303	2819	20180306	20180312	18.49	18.23	36.72	0	0	2026-05-13 13:55:12.650
