order_sk	order_id	customer_sk	purchase_date_sk	order_status	total_items	total_item_amount	total_freight_amount	total_payment_amount	avg_review_score	is_delivered	delivery_days	estimated_delivery_days	is_delayed	delivery_delay_days	approval_days
57579	9730a429f7355c2dcdbcfef54b638172	75594	20170916	delivered	1	84.90	17.03	101.93	5	1	9	24	0	-15	8
57580	9731600489418b72d2c8c1c914fbf05b	36362	20180117	delivered	1	38.90	8.72	47.62	5	1	10	15	0	-5	9
57581	9731b9dcecf4024f99c9faa130acc841	22935	20180620	delivered	1	54.72	18.48	73.20	5	1	13	35	0	-22	28
57582	9734c61e70431951ceea6da4c1c2a063	4639	20180511	delivered	1	249.00	84.44	333.44	1	1	31	26	1	5	21
57583	97352341e218f0089a070b1be89f47bf	37856	20180614	delivered	1	52.99	18.47	71.46	5	1	5	27	0	-22	20
57584	973548765ef313758de16c641c195baf	39944	20180508	delivered	1	145.00	18.89	163.89	5	1	8	21	0	-13	1116
57585	9735a2f9279006018ed254377240bf4c	56038	20180114	delivered	2	29.80	30.20	60.00	4	1	11	37	0	-26	1895
57586	9735dec1ed2250c0791871ceed7a0161	63687	20180124	delivered	1	99.90	13.25	113.15	4	1	6	15	0	-9	22
57587	97369eeb115806c27ee2054105eabe97	44563	20180531	delivered	1	5.00	7.39	12.39	5	1	4	34	0	-30	10
57588	97371a0c99b82047e961ec875152207d	70361	20171224	delivered	1	23.99	15.10	39.09	4	1	18	39	0	-21	3329
57589	973753497a88aa596b6b6a94c0f5e0d9	91281	20171220	delivered	1	239.99	15.43	255.42	5	1	6	27	0	-21	9
57590	9737e3c834c45ffbacf7736192be7d0c	59965	20180626	delivered	1	249.90	40.96	290.86	5	1	7	30	0	-23	18
57591	97391d0a354368793fe996005f85c034	16849	20170911	delivered	1	129.99	18.16	148.15	4	1	8	28	0	-20	807
57592	9739c55348e0dff4c220e6c29285dca7	72433	20180304	delivered	1	74.99	11.73	86.72	3	1	8	11	0	-3	53
57593	973acb049a8228a556877e26fb30c06a	21129	20180315	delivered	1	999.99	293.27	1293.26	1	1	12	34	0	-22	13
57594	973acef56bf70feefa8264d4e9f300fc	38558	20171204	delivered	1	110.00	36.43	146.43	5	1	30	24	1	6	1540
57595	973b7f50240979971b3f5f8913d09e23	32380	20180126	delivered	1	80.99	11.77	92.76	5	1	8	14	0	-6	9
57596	973bd34d8572bd529ef5b959c1429973	91481	20180616	delivered	1	388.00	126.11	514.11	5	1	12	45	0	-33	24
57597	973bdd70c3cd13e9d42646b29ab8c9a3	78775	20170918	delivered	1	129.00	36.22	165.22	5	1	15	29	0	-14	17
57598	973c60b5a6b596a9bfe6a48569a9ef50	79586	20180723	delivered	1	195.00	16.44	211.44	4	1	9	16	0	-7	1473
57599	973ca2839f11804b5118ce7368f188a3	48763	20180311	delivered	1	389.00	55.25	444.25	3	1	31	29	1	2	12
57600	973d0da651ae6607b18859b36ed1d6ad	21141	20171125	delivered	1	399.00	18.55	417.55	3	1	27	31	0	-4	10
57601	973d67484939e1f2afd53304e125bf1f	70068	20170623	delivered	1	179.90	14.86	194.76	5	1	4	13	0	-9	14
57602	973daf958def9b35a204cab8092279bb	9666	20180325	delivered	1	12.67	7.39	20.06	5	1	3	12	0	-9	83
57603	973e00cb65f098e0a38f96d5df2f5b8d	496	20180318	delivered	1	39.00	8.29	47.29	5	1	4	11	0	-7	2030
57604	973e2efa6a19ac5083691b9deb4c0a51	70867	20170523	delivered	1	29.99	7.78	37.77	5	1	3	13	0	-10	1642
57605	973f596fdd2295f00754dd37ab7eb684	10846	20170206	delivered	1	89.18	9.61	98.79	5	1	9	23	0	-14	8
57606	973f8af1ff32939821869513562a0978	55219	20180502	delivered	1	259.99	84.52	344.51	5	1	13	40	0	-27	18
57607	97400d97515bc5f8457c78d57a53ee5c	37424	20180126	delivered	1	215.00	21.00	236.00	5	1	13	39	0	-26	12
57608	97402aa8a8f224eca96029fe80d2286f	34954	20180814	delivered	1	109.00	21.40	130.40	5	1	6	13	0	-7	56
57609	97406fbd0681b611192617f872175edb	19726	20180427	delivered	1	59.90	13.78	73.68	5	1	5	20	0	-15	21
57610	97407e6242ac47d4882d02c8e1e46592	43553	20170914	processing	1	129.99	12.11	142.10	1	0	NULL	NULL	0	NULL	14
57611	9740d42a9b2382330f2b00d90f34def0	79517	20170314	delivered	1	235.00	12.26	247.26	5	1	7	21	0	-14	0
57612	97415fb39aa90a8bfea4424d7bfbc5db	63865	20180819	delivered	1	122.99	30.11	153.10	5	1	9	12	0	-3	1565
57613	97439bb2f0cd4c9f36612b0ed0288417	29300	20171018	delivered	1	99.90	17.95	117.85	3	1	28	30	0	-2	1442
57614	9743ae8710712e56c645d9dbf4bb8fec	92564	20180411	delivered	1	109.90	15.62	125.52	5	1	7	21	0	-14	2609
57615	9743ae99d7c809d4fe6e83fe7c72cd54	85763	20170706	delivered	1	219.99	22.03	242.02	4	1	12	22	0	-10	2148
57616	97442cfe43e743b8e7dc64c6e143a84c	27214	20180613	delivered	1	59.00	18.51	77.51	4	1	8	29	0	-21	19
57617	97445d49acef660b9217b07d0fc1ce3a	66204	20180730	delivered	1	99.00	46.99	145.99	5	1	8	28	0	-20	84
57618	974489a317d3b3f2e471a3e8d05ebeb1	542	20170213	delivered	1	49.90	12.93	62.83	3	1	8	29	0	-21	2315
57619	974576701298a1dbca6b9f4845b7b85e	93228	20171129	delivered	1	19.90	12.48	32.38	5	1	9	29	0	-20	11
57620	97479dca48e26f93b2d370551d4603c5	69418	20170906	delivered	1	159.90	21.61	181.51	5	1	12	27	0	-15	1449
57621	9747f2b4defc1357fd6645a4acf8e0e2	87443	20170426	delivered	1	13.98	24.35	38.33	4	1	28	33	0	-5	16
57622	974c1993ab8024d3ed16229183c2308d	18877	20170220	delivered	1	69.90	14.66	84.56	5	1	17	29	0	-12	2365
57623	974c26d25f3764b5acde8a0b556843be	85131	20171225	delivered	1	89.91	13.65	103.56	1	1	14	25	0	-11	2126
57624	974da4d4968e7a6e5751745b368f3afa	55238	20180120	delivered	1	49.90	7.78	57.68	5	1	4	17	0	-13	10
57625	974e5555a6f371f1aa0a86b06f62581a	55562	20170430	delivered	1	109.90	14.94	124.84	5	1	19	26	0	-7	3895
57626	974f9f87a3bad01b2ac72fe987505e9b	83151	20170609	unavailable	0	0.00	0.00	91.18	0	0	NULL	NULL	0	NULL	10
57627	974fd219891927f0d01b357f4400a622	89868	20180315	delivered	1	199.90	19.28	219.18	1	1	30	25	1	5	13
57628	974fdfd3a71b3695ec8d020318ec2f32	63146	20171110	delivered	1	69.99	15.24	85.23	1	1	15	21	0	-6	1009
57629	9750313e19b56a20442e1be8e9e9cf78	23948	20171113	delivered	1	45.90	16.11	62.01	4	1	17	23	0	-6	19
57630	97514c152882f3625b91ce58ddc0c3b6	35659	20170921	delivered	1	112.33	14.66	126.99	5	1	7	26	0	-19	10
57631	975164af4cc35b037fbd7bf48728f622	53179	20180114	delivered	1	41.99	16.11	58.10	5	1	9	25	0	-16	1764
57632	9751ad9e269564b0b79cc17a82fe06c4	22570	20171112	delivered	1	59.00	16.85	75.85	5	1	11	24	0	-13	2011
57633	9752eb052b38b8f258d4547b4eed7e0f	69712	20170926	delivered	1	38.89	13.37	52.26	5	1	14	22	0	-8	19
57634	97530dcd3262fcc0ee8a111879549881	43844	20180324	delivered	1	29.00	17.26	46.26	1	1	5	19	0	-14	3687
57635	975314569c698f3bd86f7f7013f19acf	52402	20180716	delivered	1	59.90	38.93	98.83	3	1	10	23	0	-13	1397
57636	9753266fd3691e80807befa94a344891	51992	20170906	delivered	1	59.90	11.92	71.82	4	1	7	19	0	-12	12
57637	97552822029d7859e945e88913d3e814	39117	20180427	delivered	1	298.00	23.17	321.17	5	1	11	26	0	-15	15
57638	97553c366fcbfb1a3cd27514c50b34d5	71638	20171205	delivered	1	229.99	14.16	244.15	4	1	6	16	0	-10	941
57639	975762e8331635cb22c551ef99427867	40831	20170518	delivered	1	139.00	27.29	166.29	5	1	11	22	0	-11	39
57640	9757bb9b0d295ca539b1b15c3eab9b2e	91437	20170730	delivered	1	205.00	26.27	231.27	0	1	6	25	0	-19	13
57641	9758212b340212a84d22f713ce2e0fa8	16673	20180304	delivered	1	115.00	14.56	129.56	1	1	24	17	1	7	17
57642	9758e655b4d2fca01c69a4dde9d4fb5b	71708	20170121	delivered	1	119.99	14.61	134.60	4	1	9	52	0	-43	1451
57643	975a0290ce9c9359576f69b6e00799cf	17239	20171129	delivered	1	223.90	34.84	258.74	5	1	12	20	0	-8	8
57644	975a0b1030c5f60d85ae5431fb40162b	55100	20180310	delivered	1	49.00	18.23	67.23	5	1	12	27	0	-15	62
57645	975c25ceabcdb01040d28911b13e54d3	69358	20180116	delivered	1	89.90	17.07	106.97	5	1	21	36	0	-15	10
57646	975cb77712bd0680ba72f72f842db285	30916	20180122	delivered	1	69.40	13.51	82.91	5	1	7	23	0	-16	15
57647	975d1705d55439b69ab5bdbe5195624c	34418	20171226	delivered	1	99.99	17.95	117.94	5	1	13	31	0	-18	9
57648	975f28e09eb89fa0ef85557c52aed6ec	55556	20180630	delivered	1	28.00	15.30	43.30	5	1	10	27	0	-17	41
57649	975f731e0b62d3884197075bbf60685a	80991	20180105	delivered	1	59.90	16.18	76.08	1	1	31	28	1	3	15
57650	9760a853206ee0cabbd18c7449b4edb2	8085	20180412	delivered	2	111.80	49.22	161.02	3	1	22	33	0	-11	2531
57651	9761d4d539165b2fedae19fe7d0f8cc8	90565	20180107	delivered	1	255.00	16.54	271.54	5	1	9	29	0	-20	8
57652	9761e698e3d390c91d88364fb6a5ef11	34110	20180402	delivered	1	59.90	23.00	82.90	5	1	22	18	1	4	1396
57653	97629524819bce0eba7d519f19af5810	61958	20170630	delivered	1	159.90	29.52	189.42	4	1	20	31	0	-11	1154
57654	9762ce369c139815a59772bd1efe4496	28769	20170304	delivered	1	39.90	10.96	50.86	5	1	9	20	0	-11	3527
57655	9764559652cd9a07586f59136848e1f1	67788	20171206	delivered	1	87.50	29.01	116.51	5	1	41	42	0	-1	7
57656	9764b03686753eaa7ea549fa0b805f75	6657	20180107	delivered	1	89.00	17.87	106.87	4	1	25	33	0	-8	10
57657	9767627258a1be01a6ce44c9ab46f2bc	18594	20180611	delivered	1	89.90	19.32	109.22	5	1	7	24	0	-17	31
57658	9767781031663fd584e27336a14ee5a0	51559	20180705	delivered	1	166.90	27.47	194.37	5	1	5	22	0	-17	55
57659	976843b1cee7809a5c79f63a3c9b3222	60955	20180529	delivered	1	865.89	17.40	883.29	5	1	9	23	0	-14	2243
57660	97691a90d5eb8a7124ddb5908851274e	55520	20180107	delivered	1	74.00	13.08	87.08	3	1	20	17	1	3	2675
57661	9769371d54296310103ef23ba69b4af2	80318	20170930	delivered	1	39.90	17.92	57.82	1	1	16	37	0	-21	42
57662	976967517bb3199cd529dd524e39e82a	84537	20170321	delivered	1	49.90	14.52	64.42	5	1	23	37	0	-14	0
57663	9769f28d910e7304d7bf0fcd32d8ecd6	10049	20180725	delivered	2	288.00	51.54	339.54	3	1	14	16	0	-2	17
57664	976a0661dde5bced1e33afea59986424	34238	20180221	delivered	1	149.90	23.37	173.27	5	1	9	22	0	-13	20
57665	976ae700312f21035d33bc46158131e8	52898	20171128	delivered	1	16.30	15.10	31.40	5	1	8	21	0	-13	100
57666	976c01e78300a5b3acc01596aef7cca1	7098	20180320	delivered	1	200.00	13.31	213.31	4	1	4	13	0	-9	11
57667	976c9f4a0b6d3158f01dcd00b625756c	52667	20180510	delivered	3	180.00	58.17	238.17	5	1	6	20	0	-14	23
57668	976d43cb798a1624b39076696b1b6524	76421	20171115	delivered	1	99.90	25.98	125.88	5	1	19	27	0	-8	19
57669	976d9425872f2283bdadfb50fd7e4188	28996	20171225	delivered	1	69.90	15.24	85.14	3	1	9	29	0	-20	14
57670	976dcbc03eb11fbed9a4a2fd6d2bdb22	36311	20180331	delivered	1	54.87	19.35	74.22	5	1	10	23	0	-13	3897
57671	976e9ab712a374c4dad3d2d0e7e1001e	53000	20180129	delivered	1	87.80	15.36	103.16	5	1	7	35	0	-28	28
57672	976eb687b0b3abd85328670ccd88e06b	23526	20170918	delivered	1	64.90	17.70	82.60	5	1	7	18	0	-11	113
57673	976fa354f6ecccd2abd6d95c676ab62d	19768	20180807	delivered	1	38.62	18.42	57.04	5	1	6	13	0	-7	373
57674	9770161a61210c2eaee29c5a572785c3	21500	20180320	delivered	1	49.99	12.79	62.78	5	1	11	17	0	-6	24
57675	9770754f26c646f06bc8d8aba8b6af34	91285	20180417	delivered	1	24.99	22.06	47.05	4	1	13	30	0	-17	1438
57676	9770c3f4247444a2eee4669344bc4955	42219	20170420	delivered	1	31.00	14.52	45.52	5	1	19	22	0	-3	7115
57677	97710347ca7f753c166b48121724ce84	74972	20180416	delivered	1	148.90	12.95	161.85	5	1	10	10	1	0	93
57678	9771eaad8e60f7b28d57d554cc2bc62c	23259	20170313	delivered	1	24.90	10.96	35.86	5	1	7	21	0	-14	0
57679	9771ffb6db813111ffcd3fd1d7047236	62522	20170821	delivered	1	126.65	26.40	153.05	2	1	10	29	0	-19	14
57680	9773679828d39baca17c7cfd64090070	72777	20180410	delivered	1	499.99	15.94	515.93	3	1	10	23	0	-13	1785
57681	9774344f0f459e094eca1d2cec55d41c	78534	20170326	delivered	2	179.92	52.26	232.18	4	1	24	38	0	-14	2221
57682	97746144f29ff82670bcd8311e484a16	38979	20180306	delivered	1	112.00	16.75	128.75	4	1	36	31	1	5	28
57683	977649a07fb7be354cc39d9a79ee83e1	12573	20180711	delivered	1	770.00	91.24	861.24	5	1	16	19	0	-3	16
57684	9776c1b12ae5fd1da578a2b8e064f2a9	27806	20180813	delivered	1	68.80	11.50	80.30	5	1	7	9	0	-2	15
57685	97784ba0e32f20b4da48e8e20456543b	67835	20180418	delivered	1	39.90	8.88	48.78	5	1	2	21	0	-19	13
57686	977864c01ce46bb65d6e13a345804645	43647	20180717	delivered	1	39.99	12.94	52.93	5	1	8	15	0	-7	9
57687	9778cb541669139d06c5aaa454239be2	23288	20171214	delivered	1	159.90	13.07	172.97	5	1	12	25	0	-13	1819
57688	9778dcf3aedc74a5185d423586877952	57064	20180512	delivered	2	933.98	20.26	954.24	2	1	6	23	0	-17	1433
57689	97790d570870606aaa458c9ddad507c4	5627	20180107	delivered	1	44.00	14.10	58.10	5	1	11	30	0	-19	11
57690	9779727179007a2f946896a2d7150019	708	20180222	delivered	1	215.00	22.00	237.00	5	1	11	33	0	-22	15
57691	977af9e0fe9053598b4066559b247302	80794	20171125	delivered	1	184.99	58.90	243.89	4	1	8	16	0	-8	14
57692	977b31c8455f33c500fbd18a7770be82	71382	20180729	delivered	1	85.00	12.90	97.90	5	1	3	4	0	-1	18
57693	977b4442a3c1dfc2f22496727bf1ce97	36023	20180411	delivered	1	78.00	15.43	93.43	5	1	6	21	0	-15	22
57694	977c422fe0aba1010810e690cf725b20	5756	20171022	delivered	1	65.00	11.95	76.95	3	1	4	18	0	-14	17
57695	977ca490eb652320089f258d0431c2c4	30636	20170517	delivered	1	18.99	7.78	26.77	3	1	12	13	0	-1	10
57696	977e2e63a3b6924e344efa8c684f83dd	40939	20170801	delivered	1	10.90	11.85	22.75	4	1	7	20	0	-13	618
57697	977e3e5b3884ce2843710ee5f5a3d12a	44156	20180804	delivered	2	95.80	17.00	112.80	5	1	3	9	0	-6	11
57698	977e8abd0d54ee96cb2a4ab03c3bc45c	36395	20180219	delivered	1	56.80	16.97	73.77	5	1	15	22	0	-7	67
57699	977eb5dc580cec4f90911b1ccac0ff3e	10788	20180123	delivered	1	223.00	17.32	240.32	1	1	23	27	0	-4	13
57700	977ec2dc0bff193996408d1631b22181	9511	20180802	delivered	1	135.00	60.18	195.18	5	1	8	20	0	-12	885
57701	977f5221b08a45da8fe709f381bff244	90643	20180315	delivered	1	998.00	50.57	1048.57	3	1	12	21	0	-9	21
57702	977f75be9ecd1050220bf0c1ee226bda	48350	20171204	delivered	1	120.00	20.08	140.08	4	1	32	32	1	0	69
57703	977f8eef6a47769a1ed52e1dc7111340	35293	20170410	delivered	1	129.99	17.16	147.15	2	1	8	24	0	-16	12
57704	977f92d98cab7bb13fedbec436375f8d	15864	20180620	delivered	1	29.90	18.31	48.21	4	1	7	33	0	-26	34
57705	9781bfa503ca3104435070afafacd54e	78900	20180723	delivered	1	428.00	69.59	497.59	5	1	10	28	0	-18	1636
57706	9781e29fd25f44bdbbace82bef3dcd8d	65897	20170627	delivered	1	59.90	14.13	74.03	3	1	9	13	0	-4	38
57707	9781e9a5064f50e5bb4ce028b9f1963b	44441	20180217	delivered	1	600.00	125.99	725.99	1	1	33	26	1	7	13
57708	97826eac2ea69cbcffac7c3358a19138	45028	20171021	delivered	2	119.80	57.64	177.44	5	1	16	39	0	-23	16
57709	9782739e52d8ca75167c63bcfd4db9bd	39079	20180111	delivered	1	69.90	20.98	90.88	4	1	12	29	0	-17	21
57710	9783d3dd1819fa6e14a26427b1989137	74550	20170713	delivered	1	23.90	16.11	40.01	4	1	5	27	0	-22	12
57711	9783e4b24e95c1e243512f67f6e2a97e	14820	20180122	delivered	1	69.90	26.11	96.01	5	1	8	28	0	-20	853
57712	97855256a6d84e478ae2894a9f8b0209	80349	20171109	delivered	3	713.97	49.26	763.23	5	1	14	25	0	-11	1446
57713	978564f73dadc05775f6347d1a508e12	82656	20171006	delivered	1	129.99	25.46	155.45	1	1	39	26	1	13	4705
57714	97868e4c884bc85f4501ae0a66181cc9	27412	20180128	delivered	1	149.00	23.84	172.84	5	1	8	23	0	-15	31
57715	9786c52ca3e1ed1ef3ba5c65941627f0	43446	20170121	delivered	1	119.90	50.00	169.90	5	1	19	59	0	-40	1459
57716	9786fe4bfc559809a4bc1a58b72e2077	48946	20170821	delivered	1	349.90	19.02	368.92	4	1	10	30	0	-20	221
57717	9788236680f37865a436975b87343adc	2867	20180107	delivered	1	129.00	29.30	158.30	4	1	22	46	0	-24	8
57718	9788e1264a6ffeed8da515914c103b70	57163	20180206	delivered	1	24.99	15.79	40.78	4	1	23	29	0	-6	89
57719	978c24a4fc04842cd8b599294c1d4e2b	61271	20180424	delivered	1	29.90	15.23	45.13	5	1	6	22	0	-16	20
57720	978c88fce8bfdad5559f67f50abfb7da	23949	20180609	delivered	1	29.99	42.41	72.40	4	1	17	40	0	-23	8
57721	978dae5105c79039c80e7b773f0eb852	10713	20180109	delivered	1	79.00	14.30	93.30	5	1	18	24	0	-6	707
57722	978e16a447af958864561d170165f266	74164	20170512	delivered	1	24.79	15.10	39.89	4	1	10	24	0	-14	5322
57723	978f2a08eaa3afb7a5989fb6c7a79431	59099	20180625	delivered	1	37.49	18.36	55.85	4	1	8	28	0	-20	22
57724	978fe45a42f99b9534520c4a5d880af6	41807	20171026	shipped	1	539.00	22.01	561.01	4	0	NULL	NULL	0	NULL	1279
57725	978fe8370991ccebc9532f0add3d7cbf	75495	20180609	delivered	1	140.00	39.03	179.03	5	1	24	25	0	-1	11
57726	978ffd045ad7d5a208393ca5bae978a6	35589	20180323	delivered	2	99.98	36.86	136.84	5	1	12	19	0	-7	1443
57727	9790041c37fe439f3ad230642670a149	74013	20180122	delivered	1	13.90	11.85	25.75	5	1	7	39	0	-32	9
57728	9790914a516d3a166150d0d19f282b8f	81128	20180707	delivered	2	38.98	15.76	54.74	4	1	5	16	0	-11	9
57729	97909c8a1089d6b680b8d98b777961e5	59248	20170606	delivered	1	99.99	9.51	109.50	3	1	2	14	0	-12	10
57730	979192c67822fc3a9c7a8d78bf8d1abc	11962	20180214	delivered	1	135.00	14.70	149.70	5	1	7	21	0	-14	19
57731	9791bda638a9df3f81f78f47b871ad2e	4516	20170609	delivered	1	52.90	42.78	95.68	4	1	21	35	0	-14	16
57732	9792283e8d46d73ee4a3d91fc3264a50	1876	20180404	delivered	1	140.00	17.89	157.89	1	1	9	22	0	-13	12
57733	97924f1c7fa9c3a669ecea8534dfc457	94687	20180608	delivered	1	24.99	22.06	47.05	5	1	17	35	0	-18	1785
57734	9792ae2286f14d76123f9010f9c83f92	21897	20170603	delivered	1	169.99	27.51	197.50	5	1	16	27	0	-11	10
57735	9792e6669ba4f0e23d84a9ac8af2a423	33968	20170729	delivered	1	63.99	7.78	71.77	5	1	4	13	0	-9	15
57736	979413f37ff3d29ddcd3bdb3ec55df41	23856	20170824	delivered	1	59.00	7.78	66.78	5	1	5	13	0	-8	17
57737	979440acde78c7c04e8c8a92f2bc8ada	51444	20170323	shipped	1	39.90	14.52	54.42	5	0	NULL	NULL	0	NULL	1451
57738	9794a238ab3d4acf86002d2f0ddb2890	32465	20170505	delivered	1	184.90	19.42	204.32	3	1	12	34	0	-22	7
57739	9794be04f5fee945ef8dd4dbca5c66e7	48265	20170413	delivered	1	119.00	19.11	138.11	5	1	7	26	0	-19	9
57740	97967e720610b3e51b1203d91c1a746d	1137	20170825	delivered	1	14.90	16.79	31.69	4	1	28	33	0	-5	11
57741	97970934fe4f84a9169a79b05923fa0c	48932	20180319	delivered	2	107.80	26.92	134.72	3	1	17	17	1	0	1893
57742	979731bdd0a369264c048f89a2e9e3fd	33278	20180213	delivered	1	59.90	7.78	67.68	3	1	9	16	0	-7	12
57743	9797613eed6fac4314c4d5c9132c7ff4	35165	20180528	delivered	1	49.90	23.28	73.18	4	1	23	49	0	-26	27
57744	9797a3f116ca3ac106a9ecbc8807d2fa	32576	20170302	delivered	1	155.00	12.48	167.48	0	1	18	19	0	-1	11
57745	9797fc9d23d5187db0924184bc5cca44	72721	20180823	delivered	2	97.00	16.10	113.10	5	1	4	5	0	-1	15
57746	9798002938de9acb5883e90411ded034	48654	20180615	delivered	1	36.90	18.36	55.26	5	1	25	26	0	-1	18
57747	97988325770d5df4030d82fb4580a684	87014	20180210	delivered	1	259.00	46.31	305.31	5	1	6	25	0	-19	11
57748	97998b2b2e9a8fdfaa4ed32426a52878	44755	20180517	delivered	1	99.90	27.43	127.33	5	1	15	27	0	-12	448
57749	979ace0e958f3017f51d2b3dd92d9c28	15878	20170810	delivered	3	395.70	65.16	460.86	1	1	8	33	0	-25	14
57750	979ec1f1f7bc95046f69f31d87b948d6	40309	20180116	delivered	2	99.80	28.67	128.47	1	1	3	21	0	-18	15
57751	979f8ea562e84d3ed962b250fc08976f	3102	20170617	delivered	1	49.95	11.85	61.80	4	1	11	25	0	-14	12
57752	979fdfc1766453994df684ee9637ec80	88872	20180712	delivered	1	45.00	86.21	131.21	1	1	14	29	0	-15	1842
57753	97a00daa2a648f9c4b0493e937928b72	88718	20171020	delivered	1	38.99	7.78	46.77	5	1	10	12	0	-2	23
57754	97a046d5a9aba90849e4279fdd014fb9	6928	20170311	delivered	1	45.95	10.96	56.91	3	1	16	24	0	-8	0
57755	97a0c3698151724b828f425d511d224c	91509	20180725	delivered	1	119.00	39.43	158.43	5	1	7	8	0	-1	8
57756	97a1a97ba78cf7a92dcd42d2d9a7dd6c	47490	20180321	delivered	1	34.90	7.87	42.77	1	1	28	14	1	14	11
57757	97a23886ea66e6988046edef6bbedf19	33130	20171009	delivered	1	59.90	17.67	77.57	5	1	9	21	0	-12	19
57758	97a25cc4e813283eff216448e5e0fcb7	94107	20180511	delivered	1	59.90	9.26	69.16	5	1	5	13	0	-8	13
57759	97a2832ad65391074f5b36aa6d4de17f	23726	20180324	delivered	1	299.90	13.19	313.09	5	1	3	13	0	-10	1432
57760	97a2cf1bcffc778d8661d305a6d344f9	9379	20170914	delivered	1	31.80	9.34	41.14	5	1	5	13	0	-8	9
57761	97a33ff36dc6cc655389de50726ee49a	13916	20180511	delivered	1	138.00	20.70	158.70	5	1	24	21	1	3	5358
57762	97a3784af9d034ddf29b8a15f7a2faa9	52021	20180813	delivered	1	110.00	23.76	133.76	5	1	4	10	0	-6	12
57763	97a475450ceb764b03982eeb9bfc10a8	35139	20171126	delivered	1	20.90	15.10	36.00	5	1	11	31	0	-20	12
57764	97a50ee9650a8caa3476a64004c2350b	76370	20171118	delivered	1	125.00	15.62	140.62	5	1	5	24	0	-19	23
57765	97a7c1a54e3b84c6e2a2208198f48393	18522	20170516	delivered	1	129.90	13.93	143.83	1	1	6	20	0	-14	11
57766	97a8e78c9b29af3ed3a454d82a5ed310	62927	20180425	delivered	1	39.90	15.23	55.13	5	1	8	34	0	-26	20
57767	97a93af6088a39c8691e3aa4f63bcb2b	56088	20170523	delivered	3	139.50	52.80	192.30	1	1	7	22	0	-15	15
57768	97a982d424741dfe24bc1ca5d943ad70	32396	20171127	delivered	1	499.00	65.89	564.89	1	1	43	29	1	14	26
57769	97aa1a479681efe192bf39d259cd2b94	33210	20180322	delivered	1	219.00	24.07	243.07	5	1	13	21	0	-8	13
57770	97abc984480b7b063adb9e32e8bdbcde	80368	20170505	processing	1	8.00	14.52	22.52	1	0	NULL	NULL	0	NULL	10
57771	97abdc70b137f4f0934fb120debe3b58	3105	20180222	delivered	1	219.99	26.38	246.37	1	1	15	26	0	-11	1206
57772	97abddc4ddff2f3df5eeae15b23f8959	34822	20180726	delivered	1	74.90	17.45	92.35	4	1	9	19	0	-10	1440
57773	97ad789b38d3d6a17bd34b3c19fe40b8	40812	20180604	delivered	1	119.00	40.90	159.90	5	1	23	44	0	-21	15
57774	97ae49da0d699c7c500d0c4e2ac54c8c	90904	20180312	delivered	1	29.98	7.39	37.37	4	1	4	10	0	-6	14
57775	97ae613ef7f8ff52041abe61333c26be	65447	20170519	delivered	1	49.90	8.72	58.62	5	1	5	13	0	-8	1067
57776	97ae631fa495a9b1e3a4b4f14379846c	43264	20180816	delivered	1	37.99	15.37	53.36	2	1	11	18	0	-7	64
57777	97aeae7e7b1d8a32cf3f26c3946eab1d	30001	20180722	delivered	1	178.99	19.35	198.34	2	1	13	36	0	-23	862
57778	97afe73fe13a14d269383825a8a32646	17151	20180516	delivered	1	19.99	7.39	27.38	4	1	2	9	0	-7	26
57779	97b0c95e889716655b08810a8832ad5e	81432	20171113	delivered	1	34.90	15.10	50.00	5	1	12	21	0	-9	15
57780	97b1082dbd479f678e3eda517490413c	80475	20171004	delivered	1	59.90	17.67	77.57	4	1	20	26	0	-6	16
57781	97b22dcad89f4916db427544e655d1b2	29555	20170515	unavailable	0	0.00	0.00	339.45	1	0	NULL	NULL	0	NULL	2465
57782	97b29283af3491c2c82f26f6f848d210	7460	20171109	delivered	1	109.90	28.15	138.05	5	1	14	29	0	-15	17
57783	97b2cbab1ec29ebc9b1d9b113a4b7a2b	62950	20171124	delivered	1	24.90	11.85	36.75	3	1	10	20	0	-10	14
57784	97b4cc9d2433a4b4f42fe54621738b78	25899	20180225	delivered	1	309.00	19.73	328.73	3	1	26	25	1	1	15
57785	97b4d83323a5917d5df6ff4581daaaec	85079	20180228	delivered	2	53.00	50.76	103.76	5	1	7	23	0	-16	20
57786	97b6ab675f38dce08fc58f7e5ddfa1a7	67485	20170517	delivered	1	240.00	35.48	275.48	3	1	42	43	0	-1	684
57787	97b75ddaf041b0f141f0dc8617f58661	9852	20171102	delivered	2	225.98	34.16	260.13	1	1	13	29	0	-16	13
57788	97b7decf3d24b8e8db00cab51c75c372	57538	20180720	delivered	1	59.00	7.67	66.67	5	1	8	10	0	-2	1097
57789	97b8321bc75e9fb96dbea17675d11ee1	64244	20180309	delivered	1	26.90	16.32	43.22	4	1	8	18	0	-10	5030
57790	97b8a149d521ea9fbbbce767a458846e	28303	20170617	delivered	1	1999.99	26.55	2026.54	1	1	21	13	1	8	3686
57791	97b91c745aa3a478f4e00df4c15069e6	81554	20171101	delivered	2	94.90	30.26	125.16	5	1	7	21	0	-14	205
57792	97bb7e5d1176813061e12ca420b8a8e2	85971	20171209	delivered	1	29.00	7.78	36.78	1	1	25	19	1	6	10
