seller_sk	total_orders	total_items_sold	total_revenue	avg_order_value	avg_item_price	avg_review_score	avg_delivery_days	delay_rate	repeat_customer_rate	seller_segment	dwh_create_date
717	5	5	484.94	96.99	80.52	3.8	13.75	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
920	8	8	1409.39	176.17	156.78	3.13	24.57	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
1252	1	2	321.34	160.67	149.00	5	NULL	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
2377	2	2	141.33	70.67	45.49	1	NULL	0.00	0.00	LOW_REVIEW	2026-05-15 08:45:03.073
2045	2	2	159.68	79.84	70.00	3	9	0.00	50.00	REGULAR	2026-05-15 08:45:03.073
316	110	114	17162.34	150.55	125.19	4.07	14.43	6.14	2.63	REGULAR	2026-05-15 08:45:03.073
1985	11	18	3213.79	178.54	144.28	4.11	10.44	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
2981	5	7	319.02	45.57	27.65	4.14	9.29	0.00	42.86	REGULAR	2026-05-15 08:45:03.073
1653	4	5	379.38	75.88	56.36	4.8	7.6	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
671	20	20	2227.59	111.38	93.59	3.95	17.82	10.00	0.00	REGULAR	2026-05-15 08:45:03.073
2626	29	29	2362.92	81.48	63.66	3.66	12.11	17.24	0.00	REGULAR	2026-05-15 08:45:03.073
966	10	11	417.47	37.95	26.80	4.27	4.4	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
1298	21	21	854.46	40.69	29.25	4.67	7.81	9.52	0.00	REGULAR	2026-05-15 08:45:03.073
1003	6	7	6383.89	911.98	808.19	3.29	11.86	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
2294	3	8	733.72	91.72	72.28	2.75	7.38	0.00	0.00	LOW_REVIEW	2026-05-15 08:45:03.073
3027	305	338	20475.70	60.58	47.25	4.41	11.17	5.92	5.92	REGULAR	2026-05-15 08:45:03.073
2440	30	36	3800.79	105.58	87.47	3.97	11.22	2.78	0.00	REGULAR	2026-05-15 08:45:03.073
2191	16	22	757.75	34.44	18.78	4.09	7.86	22.73	4.55	REGULAR	2026-05-15 08:45:03.073
1112	12	13	1231.58	94.74	81.90	4.46	6.08	15.38	0.00	REGULAR	2026-05-15 08:45:03.073
2778	13	13	643.55	49.50	38.81	4.46	7	0.00	15.38	REGULAR	2026-05-15 08:45:03.073
857	1	1	169.15	169.15	150.00	4	10	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
863	2	6	556.81	92.80	66.30	4.17	8.17	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
1106	1	1	203.77	203.77	139.00	5	7	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
1799	340	364	11459.51	31.48	17.92	3.9	13.48	7.42	2.75	REGULAR	2026-05-15 08:45:03.073
465	26	47	1859.02	39.55	27.22	2.51	12.74	48.94	4.26	LOW_REVIEW	2026-05-15 08:45:03.073
2340	9	17	1300.64	76.51	57.13	4.41	18	29.41	0.00	REGULAR	2026-05-15 08:45:03.073
176	31	32	3661.68	114.43	95.21	4.5	9.19	0.00	15.63	REGULAR	2026-05-15 08:45:03.073
1504	11	12	1850.23	154.19	136.58	4.25	11	0.00	16.67	REGULAR	2026-05-15 08:45:03.073
1793	13	15	1458.00	97.20	83.73	3.87	8.27	20.00	0.00	REGULAR	2026-05-15 08:45:03.073
170	3	3	133.60	44.53	28.12	2.67	21.67	33.33	0.00	LOW_REVIEW	2026-05-15 08:45:03.073
1404	9	13	874.18	67.24	56.08	3.69	4.85	30.77	7.69	DELAY_RISK	2026-05-15 08:45:03.073
2486	707	825	77884.79	94.41	77.08	3.76	14.25	5.33	14.18	HIGH_PERFORMER	2026-05-15 08:45:03.073
2732	38	41	8317.29	202.86	138.11	3.8	14.82	12.20	9.76	REGULAR	2026-05-15 08:45:03.073
2237	1	1	97.66	97.66	80.90	5	10	0.00	100.00	REGULAR	2026-05-15 08:45:03.073
565	3	3	1460.85	486.95	453.00	3.33	14	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
2878	46	50	3269.87	65.40	50.37	3.4	18.26	32.00	4.00	DELAY_RISK	2026-05-15 08:45:03.073
419	28	29	4364.74	150.51	104.38	3.79	12.38	13.79	6.90	REGULAR	2026-05-15 08:45:03.073
1550	7	7	1397.14	199.59	175.57	3.57	14.14	28.57	0.00	REGULAR	2026-05-15 08:45:03.073
2091	1	1	80.89	80.89	65.00	1	NULL	0.00	0.00	LOW_REVIEW	2026-05-15 08:45:03.073
2632	3	3	270.49	90.16	77.30	3.67	13	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
2360	12	16	1061.28	66.33	52.46	3.75	19.88	43.75	6.25	DELAY_RISK	2026-05-15 08:45:03.073
1862	18	18	8893.33	494.07	435.60	4.56	13.8	11.11	0.00	REGULAR	2026-05-15 08:45:03.073
1696	5	5	848.72	169.74	133.97	2.8	29.4	40.00	40.00	LOW_REVIEW	2026-05-15 08:45:03.073
2858	2	3	283.74	94.58	66.56	1.67	11.33	0.00	0.00	LOW_REVIEW	2026-05-15 08:45:03.073
2881	25	28	4365.78	155.92	134.18	3.79	13.64	10.71	0.00	REGULAR	2026-05-15 08:45:03.073
2715	1	1	49.69	49.69	20.00	5	11	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
1484	1	1	63.55	63.55	55.90	4	2	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
2480	1	1	20.19	20.19	11.90	1	13	0.00	0.00	LOW_REVIEW	2026-05-15 08:45:03.073
1149	12	12	4131.27	344.27	313.50	4.17	8.58	8.33	8.33	REGULAR	2026-05-15 08:45:03.073
153	6	6	974.85	162.48	147.07	5	5.33	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
488	8	8	976.73	122.09	104.37	5	7	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
2148	1	1	312.49	312.49	250.00	4.5	NULL	0.00	100.00	REGULAR	2026-05-15 08:45:03.073
2503	65	66	17296.95	262.08	230.76	4.2	15.52	10.61	12.12	REGULAR	2026-05-15 08:45:03.073
794	5	5	1692.90	338.58	320.70	3.2	38.4	60.00	0.00	DELAY_RISK	2026-05-15 08:45:03.073
1839	1	1	204.06	204.06	180.00	5	7	0.00	100.00	REGULAR	2026-05-15 08:45:03.073
1507	1	1	109.90	109.90	94.49	5	8	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
110	12	12	1862.35	155.20	136.83	4.42	14.33	8.33	0.00	REGULAR	2026-05-15 08:45:03.073
2523	146	183	16134.32	88.17	69.64	3.93	11.86	10.38	11.48	REGULAR	2026-05-15 08:45:03.073
2025	128	144	16273.92	113.01	95.03	3.66	12.55	11.11	9.03	REGULAR	2026-05-15 08:45:03.073
608	42	46	9272.72	201.58	174.40	4.61	10.52	2.17	0.00	REGULAR	2026-05-15 08:45:03.073
774	28	29	6804.52	234.64	217.10	3.86	7.34	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
2689	7	8	468.98	58.62	44.17	4.25	14.88	0.00	12.50	REGULAR	2026-05-15 08:45:03.073
631	53	53	3037.31	57.31	44.34	4.42	7.21	0.00	9.43	REGULAR	2026-05-15 08:45:03.073
1172	43	46	1773.76	38.56	25.17	4.48	7.67	6.52	0.00	REGULAR	2026-05-15 08:45:03.073
2174	18	20	12863.41	643.17	569.75	4.6	7.5	5.00	20.00	REGULAR	2026-05-15 08:45:03.073
133	109	141	18332.12	130.02	112.38	3.85	12.83	4.96	9.93	REGULAR	2026-05-15 08:45:03.073
508	23	35	14634.88	418.14	363.79	3.63	13.82	2.86	2.86	REGULAR	2026-05-15 08:45:03.073
10	130	165	22370.79	135.58	117.11	4.33	9.18	7.27	7.27	REGULAR	2026-05-15 08:45:03.073
2672	108	113	12853.88	113.75	95.72	3.59	15.17	5.31	7.08	REGULAR	2026-05-15 08:45:03.073
674	8	10	681.01	68.10	52.33	4.1	8.5	10.00	0.00	REGULAR	2026-05-15 08:45:03.073
2838	1	1	125.64	125.64	98.00	5	11	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
1982	4	7	490.39	70.06	58.79	4.43	8.71	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
2646	1	1	99.34	99.34	85.00	1	NULL	0.00	0.00	LOW_REVIEW	2026-05-15 08:45:03.073
482	6	6	896.93	149.49	136.67	4.67	9.17	16.67	16.67	REGULAR	2026-05-15 08:45:03.073
2815	2	2	338.63	169.32	153.45	5	9	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
1315	3	4	377.78	94.45	67.62	4.5	9.75	25.00	0.00	REGULAR	2026-05-15 08:45:03.073
651	1	1	224.44	224.44	135.98	5	10	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
2005	98	106	10574.25	99.76	83.18	2.95	16.77	24.53	2.83	LOW_REVIEW	2026-05-15 08:45:03.073
800	22	22	4364.47	198.39	174.80	4.59	6.73	0.00	4.55	REGULAR	2026-05-15 08:45:03.073
2546	29	35	2144.69	61.28	41.97	4.43	9.71	11.43	0.00	REGULAR	2026-05-15 08:45:03.073
1341	10	10	1802.30	180.23	164.30	4.1	7.3	10.00	0.00	REGULAR	2026-05-15 08:45:03.073
1882	1	1	69.67	69.67	60.50	5	3	100.00	0.00	DELAY_RISK	2026-05-15 08:45:03.073
1464	2	2	410.42	205.21	180.00	2.5	13.5	0.00	0.00	LOW_REVIEW	2026-05-15 08:45:03.073
196	3	3	287.76	95.92	69.63	5	7	0.00	33.33	REGULAR	2026-05-15 08:45:03.073
2105	6	7	3574.06	510.58	396.94	3.86	9.86	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
694	34	36	5607.99	155.78	131.86	3.75	6.75	8.33	2.78	REGULAR	2026-05-15 08:45:03.073
943	22	25	2313.20	92.53	77.22	3.44	20.63	28.00	0.00	REGULAR	2026-05-15 08:45:03.073
445	16	17	1571.71	92.45	75.86	4.06	9.94	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
1192	2	2	261.05	130.53	114.50	5	8	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
1713	48	52	5829.87	112.11	80.05	4.04	10.12	15.38	11.54	REGULAR	2026-05-15 08:45:03.073
1086	41	42	7398.18	176.15	152.05	4.12	10.45	2.38	0.00	REGULAR	2026-05-15 08:45:03.073
2211	24	25	2568.75	102.75	89.00	4.24	9.92	8.00	4.00	REGULAR	2026-05-15 08:45:03.073
2709	54	61	6047.91	99.15	82.66	4.13	14.36	8.20	4.92	REGULAR	2026-05-15 08:45:03.073
551	17	18	4660.67	258.93	240.60	3.06	14.86	5.56	0.00	REGULAR	2026-05-15 08:45:03.073
90	14	15	555.49	37.03	23.11	3.47	14.31	6.67	6.67	REGULAR	2026-05-15 08:45:03.073
588	5	5	427.13	85.43	51.38	4.6	8.6	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
2403	59	59	15196.12	257.56	238.29	4.4	10.14	3.39	11.86	REGULAR	2026-05-15 08:45:03.073
1570	6	6	1435.62	239.27	218.32	4.83	4.17	16.67	0.00	REGULAR	2026-05-15 08:45:03.073
2317	41	44	2749.13	62.48	43.97	4.14	9.34	9.09	4.55	REGULAR	2026-05-15 08:45:03.073
1321	5	5	524.50	104.90	88.61	3.4	17.5	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
731	3	3	235.11	78.37	49.90	3.67	25.67	33.33	0.00	DELAY_RISK	2026-05-15 08:45:03.073
2652	15	15	1072.32	71.49	58.14	4.53	7.67	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
2566	1	1	201.34	201.34	161.00	5	13	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
2958	184	197	25084.01	127.33	110.74	3.89	12.5	7.11	4.06	REGULAR	2026-05-15 08:45:03.073
3044	4	4	509.47	127.37	110.00	3.25	6.75	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
1335	3	3	477.01	159.00	139.30	3.67	15.33	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
1962	2	2	190.13	95.07	69.90	3	47.5	50.00	50.00	DELAY_RISK	2026-05-15 08:45:03.073
253	2	2	102.89	51.45	39.18	1	15	0.00	0.00	LOW_REVIEW	2026-05-15 08:45:03.073
3007	2	3	264.43	88.14	73.27	5	10	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
339	1	1	98.33	98.33	82.90	5	11	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
1278	83	101	7901.45	78.23	59.07	3.66	10.7	8.91	2.97	REGULAR	2026-05-15 08:45:03.073
1029	20	20	1667.08	83.35	65.20	4.15	11.5	5.00	10.00	REGULAR	2026-05-15 08:45:03.073
1776	5	7	340.23	48.60	29.69	3.29	11.5	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
1527	1	1	125.52	125.52	109.00	5	5	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
1627	99	109	24951.27	228.91	209.85	3.07	21.21	10.09	7.34	REGULAR	2026-05-15 08:45:03.073
1670	245	299	36256.93	121.26	104.71	3.33	18.36	19.73	9.70	REGULAR	2026-05-15 08:45:03.073
4	51	55	2028.16	36.88	22.45	3.98	16	16.36	7.27	REGULAR	2026-05-15 08:45:03.073
1129	17	17	3736.53	219.80	185.18	4.35	9.12	0.00	5.88	REGULAR	2026-05-15 08:45:03.073
2168	2	2	101.99	51.00	31.85	4	16.5	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
1819	64	71	5493.09	77.37	57.64	3.94	9.14	8.45	4.23	REGULAR	2026-05-15 08:45:03.073
737	2	2	334.43	167.22	150.00	4	26	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
2068	3	4	158.93	39.73	25.56	4.75	15.25	50.00	0.00	DELAY_RISK	2026-05-15 08:45:03.073
986	3	3	378.76	126.25	101.24	4.33	5.67	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
2901	3	4	170.99	42.75	34.69	3.5	4	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
3001	10	10	1144.83	114.48	88.90	4.1	13	20.00	0.00	REGULAR	2026-05-15 08:45:03.073
2460	2	3	108.02	36.01	19.29	5	11.67	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
296	1	1	212.06	212.06	201.90	1	21	100.00	0.00	LOW_REVIEW	2026-05-15 08:45:03.073
837	1	1	1323.79	1323.79	1299.00	5	26	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
1378	1	1	63.08	63.08	25.99	5	10	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
1919	1	1	37.54	37.54	19.30	5	14	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
1447	11	18	1994.93	110.83	92.48	3.17	15.67	11.11	5.56	REGULAR	2026-05-15 08:45:03.073
783	12	13	2874.22	221.09	197.84	4.23	17.85	0.00	7.69	REGULAR	2026-05-15 08:45:03.073
1115	9	9	1179.50	131.06	91.78	4.89	9.33	11.11	11.11	REGULAR	2026-05-15 08:45:03.073
119	22	27	1559.73	57.77	45.03	3.81	8.07	3.70	7.41	REGULAR	2026-05-15 08:45:03.073
451	14	14	1189.37	84.96	69.95	4.93	5.64	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
760	37	38	3394.42	89.33	73.82	3.82	15.56	18.42	7.89	REGULAR	2026-05-15 08:45:03.073
96	18	24	2422.22	100.93	74.00	3.25	8.58	0.00	16.67	REGULAR	2026-05-15 08:45:03.073
428	1	1	121.51	121.51	99.00	5	5	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
1825	1258	1463	156636.27	107.07	90.07	4.03	10.67	8.13	3.01	TOP_SELLER	2026-05-15 08:45:03.073
2157	61	67	13494.51	201.41	184.18	4.4	12.19	0.00	20.90	REGULAR	2026-05-15 08:45:03.073
2821	22	25	3360.47	134.42	108.11	3.56	13.88	16.00	8.00	REGULAR	2026-05-15 08:45:03.073
829	14	14	5389.16	384.94	353.96	3.86	14.93	14.29	0.00	REGULAR	2026-05-15 08:45:03.073
1161	1	1	278.91	278.91	259.00	5	6	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
1493	1	1	82.22	82.22	60.99	5	18	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
2489	1	1	596.56	596.56	495.00	4	12	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
2134	45	48	8960.72	186.68	158.86	4.23	8.48	2.08	6.25	REGULAR	2026-05-15 08:45:03.073
806	12	18	1379.47	76.64	58.46	4.28	12.56	5.56	0.00	REGULAR	2026-05-15 08:45:03.073
1138	23	24	514.19	21.42	10.96	4.04	8.63	0.00	12.50	REGULAR	2026-05-15 08:45:03.073
474	5	8	4466.31	558.29	534.28	3.88	13.88	12.50	12.50	REGULAR	2026-05-15 08:45:03.073
1470	5	5	450.63	90.13	76.51	4.8	5	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
1802	1	1	152.47	152.47	125.85	5	13	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
142	1	1	62.87	62.87	55.00	5	6	0.00	100.00	REGULAR	2026-05-15 08:45:03.073
2280	8	9	555.94	61.77	46.00	4.89	9	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
1616	14	14	1245.10	88.94	69.92	4.43	10.21	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
282	4	4	1512.99	378.25	353.75	3.75	25.33	50.00	25.00	DELAY_RISK	2026-05-15 08:45:03.073
288	8	11	477.00	43.36	24.42	3.64	16.1	0.00	9.09	REGULAR	2026-05-15 08:45:03.073
952	29	32	1297.90	40.56	29.02	3.75	10.25	3.13	9.38	REGULAR	2026-05-15 08:45:03.073
2867	2	2	65.83	32.92	21.50	3	7	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
2203	2	2	414.79	207.40	188.40	1	35	0.00	0.00	LOW_REVIEW	2026-05-15 08:45:03.073
1639	383	431	73914.36	171.50	149.27	4.21	12.82	9.51	6.73	HIGH_PERFORMER	2026-05-15 08:45:03.073
2180	39	41	2912.67	71.04	50.72	4	13.66	4.88	7.32	REGULAR	2026-05-15 08:45:03.073
2303	27	27	1143.11	42.34	30.83	4.41	5.58	0.00	7.41	REGULAR	2026-05-15 08:45:03.073
1516	27	28	2338.17	83.51	67.15	4.61	9.59	0.00	10.71	REGULAR	2026-05-15 08:45:03.073
975	7	7	1482.47	211.78	187.90	1.57	17.43	0.00	0.00	LOW_REVIEW	2026-05-15 08:45:03.073
2967	11	12	694.77	57.90	44.99	4.25	5.17	8.33	0.00	REGULAR	2026-05-15 08:45:03.073
969	1	1	51.60	51.60	35.00	1	NULL	0.00	0.00	LOW_REVIEW	2026-05-15 08:45:03.073
2844	2	2	108.00	54.00	32.00	3	11	0.00	50.00	REGULAR	2026-05-15 08:45:03.073
305	1	1	162.59	162.59	139.90	4	14	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
1662	17	17	2349.91	138.23	125.54	4.35	11.24	5.88	0.00	REGULAR	2026-05-15 08:45:03.073
2990	25	26	5599.04	215.35	184.53	4.58	12.6	7.69	7.69	REGULAR	2026-05-15 08:45:03.073
2326	1	1	95.65	95.65	79.99	5	5	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
2890	9	9	892.54	99.17	87.02	4.56	8.11	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
2472	4	4	139.03	34.76	21.25	4	6	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
3013	16	21	4665.98	222.19	174.00	3.48	14	4.76	4.76	REGULAR	2026-05-15 08:45:03.073
1453	3	4	240.12	60.03	44.95	2.25	7.5	0.00	0.00	LOW_REVIEW	2026-05-15 08:45:03.073
2781	42	43	1979.17	46.03	30.50	4.26	9.21	4.65	6.98	REGULAR	2026-05-15 08:45:03.073
1702	20	26	3210.39	123.48	100.64	4.15	11.15	0.00	11.54	REGULAR	2026-05-15 08:45:03.073
2034	2	2	104.87	52.44	39.90	4	12	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
1785	21	23	4961.51	215.72	198.27	4.48	9.05	0.00	8.70	REGULAR	2026-05-15 08:45:03.073
3030	1	2	111.70	55.85	44.00	1	NULL	0.00	0.00	LOW_REVIEW	2026-05-15 08:45:03.073
219	14	15	3111.70	207.45	141.07	3.93	14.57	26.67	6.67	REGULAR	2026-05-15 08:45:03.073
766	8	8	1240.83	155.10	131.50	4.63	6.5	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
2721	9	10	599.13	59.91	47.25	4.5	15.9	30.00	0.00	DELAY_RISK	2026-05-15 08:45:03.073
2426	26	36	2255.44	62.65	49.11	3.92	9.6	8.33	2.78	REGULAR	2026-05-15 08:45:03.073
2389	6	8	223.10	27.89	16.75	4.13	3.25	12.50	37.50	REGULAR	2026-05-15 08:45:03.073
2094	6	7	438.62	62.66	49.99	3.71	9.67	0.00	14.29	REGULAR	2026-05-15 08:45:03.073
1098	13	13	933.82	71.83	53.18	4.46	7.08	7.69	0.00	REGULAR	2026-05-15 08:45:03.073
906	48	48	7302.33	152.13	134.55	4.02	10.46	2.08	4.17	REGULAR	2026-05-15 08:45:03.073
328	3	3	267.39	89.13	61.00	4.33	6.67	0.00	33.33	REGULAR	2026-05-15 08:45:03.073
411	120	147	17996.24	122.42	106.51	3.59	10.83	2.04	6.80	REGULAR	2026-05-15 08:45:03.073
574	59	64	9700.90	151.58	129.46	4.2	11.87	4.69	4.69	REGULAR	2026-05-15 08:45:03.073
1656	45	61	4428.03	72.59	51.76	4.02	14.9	4.92	14.75	REGULAR	2026-05-15 08:45:03.073
79	67	73	11036.19	151.18	127.88	3.93	14.37	4.11	2.74	REGULAR	2026-05-15 08:45:03.073
1988	5	5	439.95	87.99	69.00	4.8	10.8	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
1407	3	3	1249.52	416.51	400.00	5	9	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
1739	1	1	2155.35	2155.35	2090.00	5	10	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
660	5	7	716.54	102.36	90.56	4.29	6.83	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
1015	1	1	674.83	674.83	599.50	5	19	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
2675	41	45	3970.98	88.24	62.66	3.73	16.74	11.11	0.00	REGULAR	2026-05-15 08:45:03.073
720	10	10	2212.60	221.26	199.95	3.8	9.9	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
1261	78	87	8035.63	92.36	72.89	4.31	13.65	4.60	6.90	REGULAR	2026-05-15 08:45:03.073
1593	12	14	1856.27	132.59	119.25	3.07	7.5	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
1347	29	29	13350.12	460.35	439.26	4.31	10.57	10.34	0.00	REGULAR	2026-05-15 08:45:03.073
1052	13	13	966.25	74.33	58.99	4.54	13.92	15.38	7.69	REGULAR	2026-05-15 08:45:03.073
265	5	5	1178.48	235.70	215.52	3	15.4	20.00	20.00	REGULAR	2026-05-15 08:45:03.073
2343	1	1	73.89	73.89	59.90	4	6	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
2286	34	40	6895.95	172.40	149.18	4.45	10.4	0.00	5.00	REGULAR	2026-05-15 08:45:03.073
2535	12	12	3556.55	296.38	251.81	4	11.91	16.67	0.00	REGULAR	2026-05-15 08:45:03.073
620	16	23	1179.73	51.29	38.12	3.78	15.61	4.35	17.39	REGULAR	2026-05-15 08:45:03.073
1948	4	4	435.57	108.89	95.75	4.75	5.25	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
365	2	2	468.94	234.47	159.00	4.5	12	0.00	50.00	REGULAR	2026-05-15 08:45:03.073
2529	8	9	964.99	107.22	66.49	4.22	8.67	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
614	5	6	615.57	102.60	84.57	4.83	13.33	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
1201	1	1	135.48	135.48	94.06	5	5	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
1307	42	44	3705.10	84.21	70.45	4.32	5.55	4.55	4.55	REGULAR	2026-05-15 08:45:03.073
1842	38	40	4365.76	109.14	90.27	3.9	13.44	2.50	5.00	REGULAR	2026-05-15 08:45:03.073
2635	10	12	886.89	73.91	53.80	3	19.33	33.33	0.00	DELAY_RISK	2026-05-15 08:45:03.073
1848	10	21	1445.65	68.84	43.29	2.33	21.11	33.33	4.76	LOW_REVIEW	2026-05-15 08:45:03.073
514	6	6	840.33	140.06	123.40	3.83	18.83	33.33	16.67	DELAY_RISK	2026-05-15 08:45:03.073
1301	1	1	113.87	113.87	92.90	4	17	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
2973	1	1	92.97	92.97	83.90	5	7	0.00	100.00	REGULAR	2026-05-15 08:45:03.073
1994	24	26	5577.74	214.53	167.25	4.38	10.42	3.85	3.85	REGULAR	2026-05-15 08:45:03.073
73	6	6	10050.04	1675.01	1558.83	4.5	15.17	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
2827	4	4	89.61	22.40	15.01	3.5	5.33	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
3076	1	1	261.97	261.97	210.00	1	NULL	0.00	0.00	LOW_REVIEW	2026-05-15 08:45:03.073
912	2	2	150.63	75.32	59.00	4	15.5	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
1155	1	1	50.64	50.64	36.90	5	7	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
2240	1	1	289.04	289.04	269.90	5	13	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
1599	46	52	4721.18	90.79	76.06	3.54	7.56	0.00	1.92	REGULAR	2026-05-15 08:45:03.073
2140	103	131	6992.22	53.38	36.28	3.29	15.33	14.50	9.92	REGULAR	2026-05-15 08:45:03.073
2927	8	8	1484.90	185.61	136.00	4.88	8.63	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
2681	2	2	233.25	116.63	102.88	3.5	9	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
36	30	30	4463.88	148.80	129.44	4.83	9.6	3.33	0.00	REGULAR	2026-05-15 08:45:03.073
1530	1	1	147.59	147.59	119.90	5	7	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
1032	10	10	2391.08	239.11	224.00	4.8	5	0.00	20.00	REGULAR	2026-05-15 08:45:03.073
534	7	9	253.34	28.15	18.51	4.89	6.67	11.11	0.00	REGULAR	2026-05-15 08:45:03.073
368	1	1	53.47	53.47	44.99	5	12	100.00	0.00	DELAY_RISK	2026-05-15 08:45:03.073
1553	329	338	62719.46	185.56	162.32	3.87	12.51	8.28	4.14	HIGH_PERFORMER	2026-05-15 08:45:03.073
1885	47	51	2203.36	43.20	31.92	4.51	8.96	5.88	13.73	REGULAR	2026-05-15 08:45:03.073
1387	8	8	896.83	112.10	97.00	2.5	12	12.50	0.00	LOW_REVIEW	2026-05-15 08:45:03.073
2598	91	107	14176.37	132.49	113.62	3.97	10.14	7.48	8.41	REGULAR	2026-05-15 08:45:03.073
391	11	11	1506.55	136.96	122.09	3	21.14	18.18	9.09	REGULAR	2026-05-15 08:45:03.073
2383	11	11	10638.69	967.15	894.73	4.18	5.7	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
2432	4	7	438.99	62.71	47.86	4.71	11.14	14.29	0.00	REGULAR	2026-05-15 08:45:03.073
889	18	20	2954.21	147.71	120.95	3.95	8.7	0.00	10.00	REGULAR	2026-05-15 08:45:03.073
2051	4	4	191.06	47.77	29.90	5	15	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
2406	4	4	491.33	122.83	105.45	3.75	10	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
1410	1	1	249.39	249.39	229.90	5	12	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
1742	1	1	446.20	446.20	299.90	3	60	100.00	0.00	DELAY_RISK	2026-05-15 08:45:03.073
