customer_sk	customer_unique_id	customer_city	customer_state	first_order_date	last_order_date	lifetime_orders	lifetime_value	avg_order_value	is_repeat_customer	customer_segment	dwh_create_date
43037	74241f7a4fc1aa904b065d494f3e64ec	fortaleza	CE	2017-12-14	2017-12-14	1	377.63	377.63	0	NEW	2026-05-13 10:04:56.520
43038	742496f1962d7565d3adc374d5d49cf9	linhares	ES	2017-03-12	2017-03-12	1	95.25	95.25	0	NEW	2026-05-13 10:04:56.520
43039	7424e86c21cb1b270c0676a2c51bc136	atibaia	SP	2017-04-26	2017-04-26	1	82.97	82.97	0	NEW	2026-05-13 10:04:56.520
43040	7425d2cda9e27f4d8e4f27d2d9451755	porto alegre	RS	2018-03-12	2018-03-12	1	247.52	247.52	0	NEW	2026-05-13 10:04:56.520
43041	7425df6fd8a9ae635b5eab764d75b8e8	presidente prudente	SP	2018-04-04	2018-04-04	1	400.44	400.44	0	NEW	2026-05-13 10:04:56.520
43042	742638acfb3093408c9b1e10d88ff565	sao paulo	SP	2017-05-06	2017-05-06	1	67.77	67.77	0	NEW	2026-05-13 10:04:56.520
43043	74270eada9d0adaaf79e13bfc211dec2	araraquara	SP	2017-03-20	2017-03-20	1	199.41	199.41	0	NEW	2026-05-13 10:04:56.520
43044	74282c103d39feeaaef4d4ce3fa7d07f	santa rita do sapucai	MG	2018-01-25	2018-01-25	1	311.49	311.49	0	NEW	2026-05-13 10:04:56.520
43045	742911bd5109eccceb784f65b7175128	lutecia	SP	2017-09-02	2017-09-02	1	908.84	908.84	0	NEW	2026-05-13 10:04:56.520
43046	7429244afc9e9046e0c8b3603162eab8	piracicaba	SP	2017-10-18	2017-10-18	1	56.34	56.34	0	NEW	2026-05-13 10:04:56.520
43047	742a871028da1b33f8f3365dfb92e659	sao paulo	SP	2018-03-01	2018-03-01	1	111.82	111.82	0	NEW	2026-05-13 10:04:56.520
43048	742c3057d091c94adf50aff54abc692e	cananeia	SP	2017-04-06	2017-04-06	1	29.95	29.95	0	NEW	2026-05-13 10:04:56.520
43049	742cd859b972c6c17ec43070d8c3078c	sao paulo	SP	2018-04-24	2018-04-24	1	194.99	194.99	0	NEW	2026-05-13 10:04:56.520
43050	742d11444e35206112494bbba88ab1ae	sao paulo	SP	2018-08-20	2018-08-20	1	195.56	195.56	0	NEW	2026-05-13 10:04:56.520
43051	742d16d03b8aea0e0c83d361c77f9f21	presidente prudente	SP	2017-08-19	2017-08-19	1	55.00	55.00	0	NEW	2026-05-13 10:04:56.520
43052	742d3c6312acbe227c765060532fe5a2	tijucas	SC	2017-11-24	2017-11-24	1	396.32	396.32	0	NEW	2026-05-13 10:04:56.520
43053	742db6181340c9241138cb46365dabaf	sao pedro do turvo	SP	2017-11-25	2017-11-25	1	62.44	62.44	0	NEW	2026-05-13 10:04:56.520
43054	742e84c411f2181824c7348da0042c11	sao jose do rio preto	SP	2017-11-12	2017-11-12	1	81.70	81.70	0	NEW	2026-05-13 10:04:56.520
43055	742e8f4db90f93804a21be643fc3ef18	londrina	PR	2018-08-02	2018-08-02	1	280.79	280.79	0	NEW	2026-05-13 10:04:56.520
43056	742fda6ab77445c9747d63569a795ae4	belo horizonte	MG	2018-08-19	2018-08-19	1	69.44	69.44	0	NEW	2026-05-13 10:04:56.520
43057	7430052c211f8f0501807241e9d6eb9f	imbituba	SC	2017-10-03	2017-10-03	1	131.46	131.46	0	NEW	2026-05-13 10:04:56.520
43058	7430494e14aaf902d7d28c926b3420a2	cascavel	PR	2017-10-18	2017-10-18	1	318.00	318.00	0	NEW	2026-05-13 10:04:56.520
43059	7430c8599914c7eabc07887a6edc1c6a	brasilia	DF	2017-11-07	2017-11-07	1	55.05	55.05	0	NEW	2026-05-13 10:04:56.520
43060	74314e6d56af5b8c146b523076a5f2f0	vila velha	ES	2017-12-22	2017-12-22	1	105.37	105.37	0	NEW	2026-05-13 10:04:56.520
43061	7433185ba44562beaf358c26107efa67	sombrio	SC	2017-08-28	2017-08-28	1	133.06	133.06	0	NEW	2026-05-13 10:04:56.520
43062	7433db75d02854959c32b171450463d1	belem	PA	2018-03-03	2018-03-03	1	100.26	100.26	0	NEW	2026-05-13 10:04:56.520
43063	743696917d3d34a3df846bbcf3ffef82	belo horizonte	MG	2017-11-27	2017-11-27	1	24.01	24.01	0	NEW	2026-05-13 10:04:56.520
43064	7436c330d21f5055be3179f8bce0ff88	uberlandia	MG	2017-03-30	2017-03-30	1	64.42	64.42	0	NEW	2026-05-13 10:04:56.520
43065	7439cb7bc20ee3afa8076d6a590bbf67	vitoria	ES	2017-12-14	2017-12-14	1	153.34	153.34	0	NEW	2026-05-13 10:04:56.520
43066	743ae4a42b4f1db2c3ecd797392ef962	sorocaba	SP	2017-07-31	2017-07-31	1	61.58	61.58	0	NEW	2026-05-13 10:04:56.520
43067	743afbc068980db1534b9b1d01d80043	caxias do sul	RS	2017-12-03	2017-12-03	1	238.69	238.69	0	NEW	2026-05-13 10:04:56.520
43068	743b41f676c567a95f113207dc0379be	sao miguel do iguacu	PR	2017-07-23	2017-07-23	1	115.45	115.45	0	NEW	2026-05-13 10:04:56.520
43069	743b49a24819c5f80b4240eda65c3b26	teotonio vilela	AL	2017-12-30	2017-12-30	1	158.22	158.22	0	NEW	2026-05-13 10:04:56.520
43070	743b6b21edcc4f0a9be82e591187e0a8	sao paulo	SP	2017-11-03	2017-11-03	2	131.29	65.64	1	REGULAR	2026-05-13 10:04:56.520
43071	743c1d6d376c4b17b364149592f739d7	curitiba	PR	2018-01-11	2018-01-11	1	52.95	52.95	0	NEW	2026-05-13 10:04:56.520
43072	743c6b0ca4c9d5f6c59eada39d3eda11	osasco	SP	2017-08-27	2017-08-27	1	29.38	29.38	0	NEW	2026-05-13 10:04:56.520
43073	743c8062d9e28efb8ac776bfbb8587a8	primavera do leste	MT	2018-06-22	2018-06-22	1	144.01	144.01	0	NEW	2026-05-13 10:04:56.520
43074	743d54d53beaf9bba644cf4538595bc3	adolfo	SP	2017-03-19	2017-03-19	1	80.87	80.87	0	NEW	2026-05-13 10:04:56.520
43075	743d5d17e9363818c0376f844446da90	sao paulo	SP	2017-04-01	2017-04-01	1	26.71	26.71	0	NEW	2026-05-13 10:04:56.520
43076	743d8ab0e2ea831f17a024125530ac8e	rio de janeiro	RJ	2017-11-15	2017-11-15	1	202.00	202.00	0	NEW	2026-05-13 10:04:56.520
43077	743ed6ce1c5998dc0eb766e38cfc7461	caconde	SP	2018-04-08	2018-04-08	1	170.02	170.02	0	NEW	2026-05-13 10:04:56.520
43078	74402a7740ee6989f349d7e491be8a68	serra	ES	2017-12-11	2017-12-11	1	315.84	315.84	0	NEW	2026-05-13 10:04:56.520
43079	7441ce776af8da3b9df3d3f3c1e13ab1	sao paulo	SP	2017-07-03	2017-07-15	2	93.55	46.77	1	REGULAR	2026-05-13 10:04:56.520
43080	7442fb3a6b65bf86d1bee0b11615599e	cambe	PR	2017-07-05	2017-07-05	1	280.63	280.63	0	NEW	2026-05-13 10:04:56.520
43081	74436a334d42f9516826a7c3c6d5b226	ipira	BA	2018-07-14	2018-07-14	1	1343.44	1343.44	0	NEW	2026-05-13 10:04:56.520
43082	7445aa84723ec33360ff1817dc12651c	presidente getulio	SC	2018-07-05	2018-07-05	1	381.32	381.32	0	NEW	2026-05-13 10:04:56.520
43083	7445efab2db5696ffbce964319353ed8	pirapora	MG	2017-08-20	2017-08-20	1	181.81	181.81	0	NEW	2026-05-13 10:04:56.520
43084	74460d565b68e180ab6f51e1e036e56c	sao miguel do tapuio	PI	2017-04-09	2017-04-09	1	93.97	93.97	0	NEW	2026-05-13 10:04:56.520
43085	7446436ab6df28306f77c991bdf136af	campos dos goytacazes	RJ	2017-02-15	2017-02-15	1	87.68	87.68	0	NEW	2026-05-13 10:04:56.520
43086	7446cc3ba8fc5a1945175219514be4d6	sao caetano do sul	SP	2017-06-23	2017-06-23	1	74.03	74.03	0	NEW	2026-05-13 10:04:56.520
43087	744765d6769a9910f401086aa32a1701	alvorada	RS	2018-06-26	2018-06-26	1	159.62	159.62	0	NEW	2026-05-13 10:04:56.520
43088	74484a93945a08b6209abcfc66e42522	sao paulo	SP	2018-05-07	2018-05-07	1	32.29	32.29	0	NEW	2026-05-13 10:04:56.520
43089	7448da86d2bf3d1eedd9712336f8a49e	criciuma	SC	2018-08-13	2018-08-13	1	116.18	116.18	0	NEW	2026-05-13 10:04:56.520
43090	744aa0cb7b7b571221b0ffac32c780ef	goiania	GO	2018-01-05	2018-01-05	1	72.45	72.45	0	NEW	2026-05-13 10:04:56.520
43091	744b0c574fb3cab97f70727ff3b177fb	itapecerica da serra	SP	2017-09-15	2017-09-15	1	106.77	106.77	0	NEW	2026-05-13 10:04:56.520
43092	744cef91ca7639dfd472854b4a5976f7	sao carlos	SP	2018-08-08	2018-08-08	1	72.18	72.18	0	NEW	2026-05-13 10:04:56.520
43093	744d867e8a1423f736e0ca88f9f3fc23	belo horizonte	MG	2018-03-19	2018-03-19	1	48.22	48.22	0	NEW	2026-05-13 10:04:56.520
43094	744fb2d41ededa16d3f703b7065b234c	sao paulo	SP	2018-02-04	2018-02-04	2	270.60	135.30	1	REGULAR	2026-05-13 10:04:56.520
43095	744fcfb3939c1c57f16cb00f263c3929	niteroi	RJ	2018-02-16	2018-02-16	1	99.69	99.69	0	NEW	2026-05-13 10:04:56.520
43096	74504bb83eef70eb4974a7506a0b6ca0	bom jesus	SC	2017-06-28	2017-06-28	1	148.15	148.15	0	NEW	2026-05-13 10:04:56.520
43097	7450653b60f9faf0688c2327fb10b540	muriae	MG	2017-06-30	2017-06-30	1	48.01	48.01	0	NEW	2026-05-13 10:04:56.520
43098	74506b92531da6e0e8b14bfa756a00aa	santo andre	SP	2017-11-16	2017-11-16	1	143.26	143.26	0	NEW	2026-05-13 10:04:56.520
43099	74517ea2f7d7c48994c5d41249e46556	sao paulo	SP	2017-11-27	2017-11-27	1	132.08	132.08	0	NEW	2026-05-13 10:04:56.520
43100	7453e76897787f054cb8194639518062	cuiaba	MT	2018-05-15	2018-05-15	1	190.91	190.91	0	NEW	2026-05-13 10:04:56.520
43101	7454011232f0d577e3892ff53088a09e	carapicuiba	SP	2018-06-18	2018-06-18	1	38.80	38.80	0	NEW	2026-05-13 10:04:56.520
43102	74540909522c9b94f92a87de8f400f61	curitiba	PR	2018-07-06	2018-07-06	1	628.86	628.86	0	NEW	2026-05-13 10:04:56.520
43103	74541fbb7526dabecd0fc96b1192b9a7	frederico westphalen	RS	2017-11-10	2017-11-10	1	139.52	139.52	0	NEW	2026-05-13 10:04:56.520
43104	7454c9ac3e2c66e2c624f4d25e10c8d1	carapicuiba	SP	2017-06-11	2017-06-11	1	671.25	671.25	0	NEW	2026-05-13 10:04:56.520
43105	745596016d47674d833680994c86a673	americana	SP	2018-04-12	2018-04-12	1	37.77	37.77	0	NEW	2026-05-13 10:04:56.520
43106	7455b590c7515f6660d00332f6935f48	belo horizonte	MG	2018-05-07	2018-05-07	1	117.82	117.82	0	NEW	2026-05-13 10:04:56.520
43107	745601331a6ee2e18ade3bce1eb1228d	belo horizonte	MG	2018-04-26	2018-04-26	1	132.49	132.49	0	NEW	2026-05-13 10:04:56.520
43108	7456e305ab57ae3df0391f4275d1ba3c	barueri	SP	2017-11-08	2017-11-08	1	127.38	127.38	0	NEW	2026-05-13 10:04:56.520
43109	7459551e3b0a34117ba168216a40d77d	vera cruz	SP	2018-08-17	2018-08-17	1	79.76	79.76	0	NEW	2026-05-13 10:04:56.520
43110	7459b18f9724a5d3bd27fcd8b60acf50	araxa	MG	2018-05-28	2018-05-28	1	162.97	162.97	0	NEW	2026-05-13 10:04:56.520
43111	7459c5e40af6c3ba3c1cf02eb107a2e7	pindare mirim	MA	2017-01-27	2017-01-27	1	38.00	38.00	0	NEW	2026-05-13 10:04:56.520
43112	745a69575e2fedb1e6529761517b1848	rio de janeiro	RJ	2018-05-21	2018-05-21	1	69.90	69.90	0	NEW	2026-05-13 10:04:56.520
43113	745a8079a4369fd584854b4a87a8b9c4	estrela	RS	2018-08-08	2018-08-08	1	156.70	156.70	0	NEW	2026-05-13 10:04:56.520
43114	745b43c8daa7a1dfd4a15cd2f436fecd	jundiai	SP	2018-08-21	2018-08-21	1	153.99	153.99	0	NEW	2026-05-13 10:04:56.520
43115	745c291c0ff724e7ec6ea73d662319ce	vicosa	MG	2018-08-07	2018-08-07	1	374.24	374.24	0	NEW	2026-05-13 10:04:56.520
43116	745c617eae511cb90924075d841e7b95	campo grande	MS	2017-12-01	2017-12-01	1	85.21	85.21	0	NEW	2026-05-13 10:04:56.520
43117	745cbae3ad0a811ab5cbf89c0ecdb280	sao paulo	SP	2018-07-21	2018-07-21	1	75.42	75.42	0	NEW	2026-05-13 10:04:56.520
43118	745d1fa7ffc6955390e69f1e8c80fdaf	sao paulo	SP	2017-11-02	2017-11-02	1	56.60	56.60	0	NEW	2026-05-13 10:04:56.520
43119	745debb906ec0747d76d453d2980e42e	cumaru	PE	2018-01-04	2018-01-04	1	237.86	237.86	0	NEW	2026-05-13 10:04:56.520
43120	745e1490d4eb16895c8556c44973f64a	brasilia	DF	2018-07-20	2018-07-20	1	103.12	103.12	0	NEW	2026-05-13 10:04:56.520
43121	745e5855c89063226a0b8d895d4aacde	sao paulo	SP	2017-10-21	2017-10-21	1	138.00	138.00	0	NEW	2026-05-13 10:04:56.520
43122	745fe69e5cc0a523b9b8858053d2f824	sao paulo	SP	2017-05-16	2017-05-16	1	132.17	132.17	0	NEW	2026-05-13 10:04:56.520
43123	746022797b63585f20a286b45510a4b8	belo horizonte	MG	2018-07-17	2018-07-17	1	81.46	81.46	0	NEW	2026-05-13 10:04:56.520
43124	74604128a5433aa4a90de1ab309fc9e6	fortaleza	CE	2017-10-03	2017-10-03	1	57.53	57.53	0	NEW	2026-05-13 10:04:56.520
43125	7460731fb0cb8186c3bf15d30aba3724	viana	ES	2018-05-14	2018-05-14	1	70.66	70.66	0	NEW	2026-05-13 10:04:56.520
43126	7462256ad9d24ee1012926172eda97d7	laranjeiras do sul	PR	2018-01-25	2018-01-25	1	149.23	149.23	0	NEW	2026-05-13 10:04:56.520
43127	7462a753a77ed093330660f7003064c7	sao paulo	SP	2018-08-11	2018-08-13	2	145.72	72.86	1	REGULAR	2026-05-13 10:04:56.520
43128	7462cb688803efd613874893f8c3f0e3	osasco	SP	2017-11-28	2017-11-28	1	154.83	154.83	0	NEW	2026-05-13 10:04:56.520
43129	74635e4c481883885fbc9429b880df02	campinas	SP	2018-08-11	2018-08-11	1	88.62	88.62	0	NEW	2026-05-13 10:04:56.520
43130	7463761aef43c2bf9b44ba212f8d7c9d	sao bernardo do campo	SP	2017-02-20	2017-02-20	1	353.76	353.76	0	NEW	2026-05-13 10:04:56.520
43131	746416446ed9cccb78d38450bbab4228	uberlandia	MG	2017-09-17	2017-09-17	1	99.95	99.95	0	NEW	2026-05-13 10:04:56.520
43132	74651042f12fda9dcb700c0881f4a490	campo alegre de goias	GO	2018-03-15	2018-03-15	1	55.22	55.22	0	NEW	2026-05-13 10:04:56.520
43133	746525301ff1ece09ab6b7f5a1f053ba	rio claro	SP	2017-11-30	2017-11-30	1	92.57	92.57	0	NEW	2026-05-13 10:04:56.520
43134	74657072bba23cb1f733815d9497ce86	corumba	MS	2018-02-21	2018-02-21	1	224.71	224.71	0	NEW	2026-05-13 10:04:56.520
43135	7465b59810cbcff4636277053dfd7bbb	pedreira	SP	2017-01-20	2017-01-20	1	45.86	45.86	0	NEW	2026-05-13 10:04:56.520
43136	74668e7fa84c15e1164a57cc0b7c4f30	fortaleza	CE	2017-08-10	2017-08-10	1	58.94	58.94	0	NEW	2026-05-13 10:04:56.520
43137	7466f7cdd2b578fcb1165a85e892ad9a	rio de janeiro	RJ	2017-03-03	2017-03-03	1	185.48	185.48	0	NEW	2026-05-13 10:04:56.520
43138	7467b542ef4d63621fd1acbcaf2a0f72	bebedouro	SP	2017-04-18	2017-04-18	1	207.98	207.98	0	NEW	2026-05-13 10:04:56.520
43139	746807d0d2357bfbf7c1e66be0b88f21	rio de janeiro	RJ	2018-05-12	2018-05-12	1	139.80	139.80	0	NEW	2026-05-13 10:04:56.520
43140	746947cbedc5e4170cd349af0204149c	londrina	PR	2018-06-19	2018-06-19	1	46.20	46.20	0	NEW	2026-05-13 10:04:56.520
43141	7469b4a8ec797b22674516a30fca43c4	itajuba	MG	2018-03-26	2018-03-26	1	239.42	239.42	0	NEW	2026-05-13 10:04:56.520
43142	746a7ba2ae2ac67cebd0ea69b4dd731c	marica	RJ	2017-09-05	2017-09-05	1	168.61	168.61	0	NEW	2026-05-13 10:04:56.520
43143	746aa3b45e53bd2ae0d40fabac5d591d	sao paulo	SP	2018-06-25	2018-06-25	1	37.26	37.26	0	NEW	2026-05-13 10:04:56.520
43144	746c7bded4ed70487bf7d6461e9f855a	barreirinhas	MA	2016-10-10	2016-10-10	1	64.83	64.83	0	NEW	2026-05-13 10:04:56.520
43145	746cb64489db5b37e7d7502a2b029bb6	angra dos reis	RJ	2017-12-31	2017-12-31	1	35.69	35.69	0	NEW	2026-05-13 10:04:56.520
43146	746cee402ac843df98d143ede25ec692	sao joao nepomuceno	MG	2018-08-07	2018-08-07	1	54.44	54.44	0	NEW	2026-05-13 10:04:56.520
43147	746d44b0711942535cf5790d5e7436d2	campinas	SP	2018-02-03	2018-02-03	1	31.75	31.75	0	NEW	2026-05-13 10:04:56.520
43148	746d7dddce718e974c805ed8bfca6c86	saude	BA	2018-01-21	2018-01-21	1	52.72	52.72	0	NEW	2026-05-13 10:04:56.520
43149	746db413bf377af701e6dabdfb3509f5	sao paulo	SP	2017-01-23	2017-01-23	1	61.42	61.42	0	NEW	2026-05-13 10:04:56.520
43150	746e4774a86c5792b8b010d816e26efe	bento goncalves	RS	2018-03-27	2018-03-27	1	401.63	401.63	0	NEW	2026-05-13 10:04:56.520
43151	74738abd21e12b3b30e46ba97d978d59	sao jose	SC	2017-10-20	2017-10-20	1	233.88	233.88	0	NEW	2026-05-13 10:04:56.520
43152	7474430f3bd955abf98c22845b279a3d	marica	RJ	2017-10-11	2017-10-11	1	179.60	179.60	0	NEW	2026-05-13 10:04:56.520
43153	7474c50d56685370c23b5d47593d8ce9	medianeira	PR	2018-04-01	2018-04-01	1	571.73	571.73	0	NEW	2026-05-13 10:04:56.520
43154	7475cd4be944c03f1352957c8ad4b993	tupa	SP	2018-05-03	2018-05-03	1	156.85	156.85	0	NEW	2026-05-13 10:04:56.520
43155	74760d5ec5f755afee42472403888a6a	sao paulo	SP	2018-02-09	2018-02-09	1	214.41	214.41	0	NEW	2026-05-13 10:04:56.520
43156	747743aa5477ea1a11180b5da2e36ce7	rio de janeiro	RJ	2017-08-06	2017-08-06	1	242.72	242.72	0	NEW	2026-05-13 10:04:56.520
43157	74774e01db12966380199d9fb79102fd	recife	PE	2018-03-19	2018-03-19	1	156.76	156.76	0	NEW	2026-05-13 10:04:56.520
43158	74775b185d083e023e791aa9b00acc08	cabrobo	PE	2018-04-03	2018-04-03	1	259.45	259.45	0	NEW	2026-05-13 10:04:56.520
43159	7477908d7aea0bd43d20aa32c0416664	sao paulo	SP	2017-12-05	2017-12-05	1	132.44	132.44	0	NEW	2026-05-13 10:04:56.520
43160	7477d99318e991ae0d54b57c95d0a4a6	uberlandia	MG	2017-05-12	2017-05-12	1	104.37	104.37	0	NEW	2026-05-13 10:04:56.520
43161	7477e92f762539b331ff9eb3e77c6bcb	curitiba	PR	2017-07-13	2017-07-13	1	43.98	43.98	0	NEW	2026-05-13 10:04:56.520
43162	74785256d4b726992b06aa9f790c4879	teofilo otoni	MG	2017-09-25	2017-09-25	1	147.37	147.37	0	NEW	2026-05-13 10:04:56.520
43163	7478839156e2cc73aac2b69320236f42	rio de janeiro	RJ	2018-03-01	2018-03-01	1	505.12	505.12	0	NEW	2026-05-13 10:04:56.520
43164	7478a55c231c254a54e7c5a28b7b33d4	nova iguacu	RJ	2017-09-20	2017-09-20	1	54.10	54.10	0	NEW	2026-05-13 10:04:56.520
43165	7479268b945e18687ab9f2d593f841cf	chapeco	SC	2018-05-06	2018-05-06	1	197.17	197.17	0	NEW	2026-05-13 10:04:56.520
43166	74798b1ceb57125a2fa0b088f0e811bf	sao gabriel da palha	ES	2018-06-12	2018-06-12	1	37.89	37.89	0	NEW	2026-05-13 10:04:56.520
43167	747a0cf72f0502c013f3f632061ad97f	carapicuiba	SP	2017-05-19	2017-05-19	1	81.89	81.89	0	NEW	2026-05-13 10:04:56.520
43168	747a3bde8936cc5b862993e65c1b5a48	rio de janeiro	RJ	2018-02-12	2018-02-12	1	135.00	135.00	0	NEW	2026-05-13 10:04:56.520
43169	747a80914ab95632f6fc99531acb3ade	goiania	GO	2017-04-29	2017-04-29	1	375.12	375.12	0	NEW	2026-05-13 10:04:56.520
43170	747b1a43c13823a06550a03a89f879b4	sao luis	MA	2018-01-25	2018-01-25	1	851.73	851.73	0	NEW	2026-05-13 10:04:56.520
43171	747bc23eede9910c1a3d33344d83fcc7	mogi-guacu	SP	2017-10-10	2017-10-10	1	84.63	84.63	0	NEW	2026-05-13 10:04:56.520
43172	747c1b1b035efbd0ccfc9e704382f6a1	rio de janeiro	RJ	2018-08-01	2018-08-01	1	62.31	62.31	0	NEW	2026-05-13 10:04:56.520
43173	747d0e01784dc7d7c3e0eca8e2cd2b8b	sao paulo	SP	2018-07-07	2018-07-07	1	79.53	79.53	0	NEW	2026-05-13 10:04:56.520
43174	747e448ad66072290ca277f7da9a5417	rio de janeiro	RJ	2017-08-17	2017-08-17	1	136.07	136.07	0	NEW	2026-05-13 10:04:56.520
43175	747ea65052566eba93f2b81c6ca1a14e	santa cruz	RN	2018-03-23	2018-03-23	1	269.75	269.75	0	NEW	2026-05-13 10:04:56.520
43176	747f419f11717e7a52d1175315a2365b	sao paulo	SP	2017-11-12	2017-11-12	1	67.98	67.98	0	NEW	2026-05-13 10:04:56.520
43177	747f7686c38242845e7b40790ad94705	raposos	MG	2017-12-04	2017-12-04	1	68.13	68.13	0	NEW	2026-05-13 10:04:56.520
43178	747fcd97a5b66a93be52cbf9243d31af	colorado	PR	2018-05-03	2018-05-03	1	167.82	167.82	0	NEW	2026-05-13 10:04:56.520
43179	748023de9f80b6385f2873e3e492253c	salvador	BA	2018-08-10	2018-08-10	1	42.00	42.00	0	NEW	2026-05-13 10:04:56.520
43180	7480359f2bfb287f5723a3025890d06a	vicosa	MG	2017-09-18	2017-09-18	1	232.71	232.71	0	NEW	2026-05-13 10:04:56.520
43181	7480dcbdd79758903c89f1e8548b60c5	teresina	PI	2017-01-31	2017-01-31	1	46.34	46.34	0	NEW	2026-05-13 10:04:56.520
43182	7481797e13001bd487ac70f296b11be2	brasilia	DF	2018-05-15	2018-05-15	1	66.81	66.81	0	NEW	2026-05-13 10:04:56.520
43183	7482d469ea208e64cbc4e8c0491afe54	santana do paraiso	MG	2017-10-15	2017-10-15	1	120.74	120.74	0	NEW	2026-05-13 10:04:56.520
43184	74838cafa70beaff741b6f16a4564080	ilhabela	SP	2017-09-01	2017-09-01	1	215.06	215.06	0	NEW	2026-05-13 10:04:56.520
43185	7483f44bc711fd95dbe965add7e6dfbd	sao goncalo	RJ	2018-03-16	2018-03-16	1	37.05	37.05	0	NEW	2026-05-13 10:04:56.520
43186	7484f47e432fcc7597a31359773e1964	campinas	SP	2018-04-29	2018-04-29	1	31.28	31.28	0	NEW	2026-05-13 10:04:56.520
43187	748676b734193378215287357e4da6ca	sao miguel do gostoso	RN	2017-11-27	2017-11-27	1	288.29	288.29	0	NEW	2026-05-13 10:04:56.520
43188	74898b783aeb9dc4f3654bed9c1c2683	recife	PE	2018-03-05	2018-03-05	1	136.81	136.81	0	NEW	2026-05-13 10:04:56.520
43189	748a98f77b5f860af4878eebc373cf27	jaguare	ES	2017-05-15	2017-05-15	1	64.00	64.00	0	NEW	2026-05-13 10:04:56.520
43190	748bcf5616e85a2e7500a83e69bee4d2	rio de janeiro	RJ	2018-08-10	2018-08-10	1	126.86	126.86	0	NEW	2026-05-13 10:04:56.520
43191	748cf0cff0c8565b3bf64c24661017d4	montes claros	MG	2017-11-24	2017-11-24	1	54.09	54.09	0	NEW	2026-05-13 10:04:56.520
43192	748cfd1a1ed22cdaf4076d9e3748340f	sao paulo	SP	2018-03-21	2018-03-21	1	51.05	51.05	0	NEW	2026-05-13 10:04:56.520
43193	748d25636bb96e15d9919877f9b9095d	varzea grande	MT	2017-07-13	2017-07-13	1	46.82	46.82	0	NEW	2026-05-13 10:04:56.520
43194	748e06414405155cc2b06d0dbe746c4e	niteroi	RJ	2018-04-04	2018-04-04	1	198.40	198.40	0	NEW	2026-05-13 10:04:56.520
43195	748e35b27d24919ee124672a94380c29	salvador	BA	2018-03-11	2018-03-11	1	44.96	44.96	0	NEW	2026-05-13 10:04:56.520
43196	748e84169ace592af7a9bd3d01b47b4c	poloni	SP	2018-07-31	2018-07-31	1	40.58	40.58	0	NEW	2026-05-13 10:04:56.520
43197	748f404ac7fd668c634f70d2aebcfc92	belo horizonte	MG	2018-04-26	2018-04-26	1	102.13	102.13	0	NEW	2026-05-13 10:04:56.520
43198	748ff039820a309f68d0ca5d57ba60b7	sao paulo	SP	2017-11-14	2017-11-14	1	124.54	124.54	0	NEW	2026-05-13 10:04:56.520
43199	74903da5ba3f1799f3ffa5149c4ae279	sao paulo	SP	2017-10-31	2017-10-31	1	30.38	30.38	0	NEW	2026-05-13 10:04:56.520
43200	7490f69f14fa7dd4b577f3aee262a675	sorocaba	SP	2018-03-13	2018-03-13	1	162.90	162.90	0	NEW	2026-05-13 10:04:56.520
43201	749203b912164a86a7115db7f7313653	varzea grande	MT	2018-05-19	2018-05-19	1	110.26	110.26	0	NEW	2026-05-13 10:04:56.520
43202	7492a411232f7dd4b1adb8b335cd1983	sao goncalo	RJ	2017-05-21	2017-05-21	1	44.09	44.09	0	NEW	2026-05-13 10:04:56.520
43203	7493d2ba4d74df409dd16aefe4f1221e	ipatinga	MG	2018-05-09	2018-05-09	1	231.79	231.79	0	NEW	2026-05-13 10:04:56.520
43204	7494ae28f5f873f764c2b09fca672b66	taubate	SP	2017-04-25	2017-04-25	1	45.95	45.95	0	NEW	2026-05-13 10:04:56.520
43205	7494c4f405b05ca2530038d5610e9400	sao paulo	SP	2017-10-28	2017-10-28	1	116.23	116.23	0	NEW	2026-05-13 10:04:56.520
43206	749546bdf8a090828900765d7ae56fb2	porto alegre	RS	2017-06-19	2017-06-19	1	126.22	126.22	0	NEW	2026-05-13 10:04:56.520
43207	74958a1f33dd60bc1e5f332b32f6d6c6	vila velha	ES	2018-04-29	2018-04-29	1	60.30	60.30	0	NEW	2026-05-13 10:04:56.520
43208	74960d21c8da9a825f5f24d81fdc7d7d	sao paulo	SP	2018-01-12	2018-01-12	1	161.49	161.49	0	NEW	2026-05-13 10:04:56.520
43209	74974857ae0dda07619d208ec3339b7e	sao paulo	SP	2017-05-19	2017-05-19	1	142.10	142.10	0	NEW	2026-05-13 10:04:56.520
43210	749771e3293b16e25d9cd6b984b5ca77	barra do garcas	MT	2018-03-19	2018-03-19	1	335.80	335.80	0	NEW	2026-05-13 10:04:56.520
43211	7497e93235a72f254d6c17fa6ecadeb9	rio de janeiro	RJ	2018-06-15	2018-06-15	1	117.69	117.69	0	NEW	2026-05-13 10:04:56.520
43212	749917bd024cd0718406bfaafb482efd	aracaju	SE	2017-08-30	2017-08-30	1	1328.59	1328.59	0	NEW	2026-05-13 10:04:56.520
43213	749943913a9851a39c9baf51877fbab6	varzea grande	MT	2017-03-18	2017-03-18	1	148.33	148.33	0	NEW	2026-05-13 10:04:56.520
